t 32 34
v 0 1 1
v 1 3 2
v 2 1 3
v 3 2 1
v 4 1 3
v 5 1 3
v 6 1 2
v 7 1 3
v 8 1 2
v 9 1 2
v 10 6 4
v 11 2 1
v 12 2 1
v 13 2 1
v 14 3 2
v 15 3 2
v 16 1 3
v 17 1 2
v 18 1 3
v 19 1 3
v 20 1 3
v 21 1 3
v 22 2 1
v 23 6 4
v 24 2 1
v 25 2 1
v 26 2 1
v 27 3 2
v 28 1 2
v 29 1 2
v 30 1 3
v 31 0 1
e 0 1 0
e 1 2 0
e 2 3 0
e 2 4 0
e 4 5 2
e 4 9 0
e 5 6 0
e 5 10 1
e 6 7 0
e 7 8 1
e 7 14 0
e 8 9 1
e 10 11 1
e 10 12 2
e 10 13 0
e 14 15 0
e 15 16 0
e 16 17 1
e 16 21 0
e 17 18 0
e 18 19 0
e 18 23 0
e 19 20 0
e 19 30 1
e 20 21 1
e 20 27 0
e 21 22 0
e 23 24 0
e 23 25 0
e 23 26 0
e 27 28 0
e 28 29 1
e 29 30 0
e 30 31 -1
