t 32 33
v 0 1 2
v 1 1 2
v 2 1 3
v 3 1 2
v 4 6 4
v 5 1 3
v 6 2 1
v 7 2 1
v 8 2 1
v 9 1 2
v 10 1 2
v 11 1 3
v 12 1 3
v 13 1 2
v 14 6 4
v 15 1 2
v 16 1 2
v 17 2 1
v 18 2 1
v 19 2 1
v 20 1 3
v 21 3 2
v 22 3 2
v 23 1 3
v 24 1 3
v 25 1 2
v 26 1 1
v 27 1 1
v 28 1 1
v 29 3 1
v 30 3 2
v 31 1 3
e 0 31 0
e 0 2 0
e 1 31 0
e 1 3 0
e 2 4 0
e 2 5 0
e 3 5 0
e 4 6 0
e 4 7 1
e 4 8 0
e 5 9 0
e 9 10 0
e 10 11 0
e 11 12 0
e 11 13 1
e 12 14 0
e 12 15 0
e 13 16 0
e 14 17 1
e 14 18 0
e 14 19 1
e 15 20 1
e 16 20 0
e 20 21 0
e 21 22 0
e 22 23 0
e 23 24 0
e 23 25 0
e 24 26 0
e 24 27 1
e 25 28 0
e 29 30 0
e 30 31 1
