t 32 33
v 0 3 2
v 1 1 2
v 2 1 3
v 3 1 3
v 4 1 2
v 5 1 2
v 6 1 2
v 7 1 2
v 8 1 2
v 9 1 3
v 10 2 2
v 11 1 2
v 12 1 3
v 13 2 1
v 14 3 2
v 15 1 3
v 16 1 2
v 17 6 2
v 18 1 1
v 19 1 3
v 20 2 1
v 21 3 2
v 22 1 3
v 23 1 3
v 24 1 3
v 25 2 1
v 26 3 1
v 27 1 3
v 28 1 1
v 29 1 1
v 30 1 2
v 31 2 1
e 0 1 0
e 0 5 0
e 1 2 0
e 2 3 0
e 2 6 0
e 3 4 1
e 3 9 0
e 4 5 0
e 6 7 0
e 7 8 0
e 8 9 0
e 9 10 0
e 10 11 0
e 11 12 0
e 12 13 0
e 12 14 0
e 14 15 0
e 15 16 1
e 15 19 0
e 16 17 0
e 17 18 1
e 19 20 0
e 19 21 0
e 21 22 0
e 22 23 0
e 22 30 0
e 23 24 0
e 23 31 1
e 24 25 1
e 24 26 0
e 27 28 0
e 27 29 0
e 27 30 0
