t 32 34
v 0 3 2
v 1 1 3
v 2 1 3
v 3 1 2
v 4 3 1
v 5 1 3
v 6 1 3
v 7 3 2
v 8 1 3
v 9 1 1
v 10 3 2
v 11 3 1
v 12 1 3
v 13 1 2
v 14 1 2
v 15 1 2
v 16 1 2
v 17 1 3
v 18 3 2
v 19 3 2
v 20 1 3
v 21 1 2
v 22 1 2
v 23 1 3
v 24 1 2
v 25 1 3
v 26 1 3
v 27 2 1
v 28 2 1
v 29 2 1
v 30 1 1
v 31 3 2
e 0 31 0
e 0 1 1
e 1 2 0
e 1 3 0
e 2 4 0
e 2 5 0
e 3 6 0
e 5 7 0
e 5 8 0
e 6 8 0
e 6 9 0
e 7 10 1
e 8 11 1
e 10 12 0
e 12 13 0
e 12 14 0
e 13 15 0
e 14 16 1
e 15 17 0
e 16 17 0
e 17 18 0
e 18 19 1
e 19 20 1
e 20 21 0
e 20 22 0
e 21 23 0
e 22 24 0
e 23 25 0
e 23 26 0
e 24 26 1
e 25 27 1
e 25 28 1
e 26 29 0
e 30 31 1
