t 64 69
v 0 1 3
v 1 1 3
v 2 1 3
v 3 1 3
v 4 1 2
v 5 1 3
v 6 1 2
v 7 3 2
v 8 1 2
v 9 1 2
v 10 1 3
v 11 1 2
v 12 1 3
v 13 1 3
v 14 1 2
v 15 1 2
v 16 1 3
v 17 1 3
v 18 1 2
v 19 1 3
v 20 1 3
v 21 1 2
v 22 1 3
v 23 1 2
v 24 1 2
v 25 1 3
v 26 1 2
v 27 1 3
v 28 1 3
v 29 3 2
v 30 1 2
v 31 1 2
v 32 1 3
v 33 2 1
v 34 1 2
v 35 1 2
v 36 1 3
v 37 2 1
v 38 2 1
v 39 3 2
v 40 6 4
v 41 2 1
v 42 2 1
v 43 2 1
v 44 6 4
v 45 2 1
v 46 2 1
v 47 2 1
v 48 3 2
v 49 2 1
v 50 1 2
v 51 6 2
v 52 1 2
v 53 1 2
v 54 1 2
v 55 2 1
v 56 1 2
v 57 6 2
v 58 1 2
v 59 1 2
v 60 1 3
v 61 2 1
v 62 2 2
v 63 0 1
e 0 1 1
e 0 5 0
e 0 38 1
e 1 2 0
e 1 7 0
e 2 3 0
e 2 6 1
e 3 4 0
e 3 56 1
e 4 5 0
e 5 32 1
e 6 9 0
e 7 8 0
e 8 9 0
e 10 11 0
e 10 27 0
e 10 50 0
e 11 12 0
e 12 13 0
e 12 36 0
e 13 28 1
e 13 49 0
e 14 15 0
e 14 19 0
e 15 16 1
e 16 17 0
e 16 35 0
e 17 18 0
e 17 44 0
e 18 19 1
e 19 48 0
e 20 21 1
e 20 25 0
e 20 40 0
e 21 22 1
e 22 23 1
e 22 39 0
e 23 24 0
e 24 25 0
e 25 34 0
e 26 27 1
e 26 31 0
e 27 28 0
e 28 29 0
e 29 30 1
e 30 31 0
e 32 33 0
e 32 39 0
e 34 35 0
e 36 37 0
e 36 48 0
e 40 41 0
e 40 42 0
e 40 43 0
e 44 45 0
e 44 46 0
e 44 47 0
e 50 51 0
e 51 52 0
e 52 53 0
e 53 54 1
e 54 55 0
e 56 57 1
e 57 58 0
e 58 59 0
e 59 60 0
e 60 61 1
e 60 62 0
e 62 63 -1
