t 32 36
v 0 1 2
v 1 1 2
v 2 1 3
v 3 1 3
v 4 1 3
v 5 1 3
v 6 1 3
v 7 1 2
v 8 1 3
v 9 1 4
v 10 1 1
v 11 1 1
v 12 1 1
v 13 1 3
v 14 3 3
v 15 1 3
v 16 1 3
v 17 1 2
v 18 1 1
v 19 1 1
v 20 1 2
v 21 2 1
v 22 2 1
v 23 1 3
v 24 1 3
v 25 3 2
v 26 1 2
v 27 1 3
v 28 1 2
v 29 1 2
v 30 1 1
v 31 1 3
e 0 1 0
e 0 8 0
e 1 2 0
e 2 3 1
e 2 6 0
e 3 23 0
e 3 31 1
e 4 5 1
e 4 15 0
e 4 31 0
e 5 6 0
e 5 13 1
e 6 7 0
e 7 8 0
e 8 9 0
e 9 10 0
e 9 11 0
e 9 12 0
e 13 14 0
e 13 21 0
e 14 15 0
e 14 16 0
e 15 22 0
e 16 17 0
e 16 20 0
e 17 18 0
e 19 20 0
e 23 24 0
e 23 26 1
e 24 25 0
e 24 29 0
e 25 31 0
e 26 27 0
e 27 28 0
e 27 30 0
e 28 29 0
