t 32 31
v 0 1 2
v 1 1 2
v 2 1 2
v 3 1 2
v 4 1 2
v 5 1 2
v 6 1 2
v 7 1 2
v 8 1 2
v 9 1 2
v 10 1 2
v 11 1 2
v 12 1 2
v 13 1 1
v 14 6 2
v 15 1 2
v 16 1 2
v 17 1 1
v 18 8 1
v 19 2 2
v 20 8 4
v 21 2 1
v 22 2 1
v 23 2 2
v 24 1 2
v 25 1 4
v 26 1 2
v 27 1 1
v 28 2 2
v 29 1 3
v 30 2 1
v 31 1 2
e 0 31 0
e 0 1 1
e 1 2 0
e 2 3 0
e 3 4 0
e 4 5 0
e 5 6 0
e 6 7 0
e 7 8 1
e 8 9 0
e 9 10 1
e 10 11 1
e 11 12 0
e 12 13 0
e 14 26 1
e 14 15 0
e 15 16 1
e 16 17 0
e 18 19 1
e 19 20 0
e 20 21 0
e 20 22 0
e 20 23 1
e 23 24 1
e 24 25 0
e 25 26 0
e 25 27 1
e 25 28 0
e 28 29 0
e 29 30 0
e 29 31 0
