t 64 69
v 0 1 1
v 1 1 1
v 2 1 2
v 3 1 3
v 4 1 2
v 5 1 2
v 6 2 2
v 7 1 3
v 8 1 3
v 9 1 2
v 10 1 3
v 11 1 2
v 12 1 3
v 13 4 1
v 14 1 3
v 15 1 2
v 16 1 3
v 17 1 2
v 18 1 3
v 19 1 3
v 20 1 3
v 21 1 2
v 22 4 1
v 23 2 2
v 24 1 2
v 25 1 3
v 26 1 2
v 27 1 1
v 28 1 1
v 29 1 2
v 30 1 2
v 31 1 3
v 32 1 2
v 33 1 3
v 34 1 4
v 35 1 2
v 36 1 2
v 37 1 2
v 38 1 2
v 39 1 3
v 40 1 3
v 41 1 3
v 42 1 4
v 43 1 2
v 44 1 2
v 45 1 2
v 46 1 2
v 47 1 3
v 48 1 1
v 49 1 1
v 50 1 3
v 51 1 2
v 52 1 2
v 53 1 3
v 54 1 1
v 55 1 1
v 56 1 2
v 57 1 1
v 58 1 3
v 59 2 1
v 60 2 1
v 61 1 3
v 62 2 1
v 63 2 1
e 0 4 0
e 1 2 0
e 2 3 0
e 3 4 0
e 3 5 0
e 5 6 0
e 6 7 1
e 7 8 0
e 7 12 0
e 8 9 0
e 8 13 1
e 9 10 0
e 10 11 1
e 10 14 1
e 11 12 1
e 12 61 0
e 14 15 0
e 14 16 0
e 15 29 1
e 16 17 0
e 16 21 0
e 17 18 0
e 18 19 1
e 18 22 0
e 19 20 0
e 19 23 0
e 20 21 0
e 20 58 1
e 23 24 0
e 24 25 0
e 25 26 0
e 25 28 0
e 26 27 1
e 29 30 0
e 30 31 0
e 31 32 0
e 31 36 1
e 32 33 0
e 33 34 0
e 33 37 0
e 34 35 0
e 34 40 0
e 34 48 0
e 35 36 0
e 37 38 1
e 38 39 0
e 39 40 0
e 39 41 1
e 40 44 0
e 41 42 1
e 41 45 0
e 42 43 0
e 42 47 0
e 42 49 0
e 43 44 0
e 45 46 0
e 46 47 0
e 47 50 1
e 50 56 2
e 50 57 0
e 51 52 0
e 51 56 0
e 52 53 0
e 53 54 0
e 53 55 0
e 58 59 0
e 58 60 1
e 61 62 0
e 61 63 1
