t 64 69
v 0 2 1
v 1 3 1
v 2 6 4
v 3 2 1
v 4 2 1
v 5 2 1
v 6 3 2
v 7 6 1
v 8 6 4
v 9 2 1
v 10 2 1
v 11 2 1
v 12 6 4
v 13 2 1
v 14 2 1
v 15 2 2
v 16 0 1
v 17 1 3
v 18 1 3
v 19 1 2
v 20 1 3
v 21 1 2
v 22 1 2
v 23 1 2
v 24 1 2
v 25 1 3
v 26 1 2
v 27 1 2
v 28 1 3
v 29 1 2
v 30 1 3
v 31 3 2
v 32 3 2
v 33 1 3
v 34 1 2
v 35 1 2
v 36 1 3
v 37 1 3
v 38 1 3
v 39 1 3
v 40 1 2
v 41 1 3
v 42 1 3
v 43 2 1
v 44 3 1
v 45 6 4
v 46 2 1
v 47 2 1
v 48 2 1
v 49 3 2
v 50 6 4
v 51 2 1
v 52 2 1
v 53 2 1
v 54 1 3
v 55 1 2
v 56 1 2
v 57 1 3
v 58 1 3
v 59 1 3
v 60 1 3
v 61 1 2
v 62 1 3
v 63 1 3
e 0 58 0
e 1 63 0
e 2 60 0
e 2 3 0
e 2 4 0
e 2 5 0
e 6 32 0
e 6 57 0
e 7 62 1
e 8 18 0
e 8 9 0
e 8 10 1
e 8 11 0
e 12 30 0
e 12 13 0
e 12 14 0
e 12 15 0
e 15 16 -1
e 17 18 1
e 17 22 0
e 17 23 0
e 18 19 0
e 19 20 0
e 20 21 1
e 20 31 1
e 21 22 0
e 23 24 1
e 24 25 0
e 25 26 0
e 25 30 0
e 26 27 1
e 27 28 1
e 28 29 0
e 28 32 0
e 29 30 1
e 31 49 0
e 33 34 0
e 33 38 1
e 33 39 0
e 34 35 0
e 35 36 0
e 36 37 0
e 36 49 1
e 37 38 1
e 37 43 0
e 38 42 0
e 39 40 0
e 39 45 1
e 40 41 0
e 41 42 0
e 41 50 1
e 42 44 0
e 45 46 1
e 45 47 0
e 45 48 0
e 50 51 1
e 50 52 1
e 50 53 1
e 54 55 0
e 54 59 0
e 54 60 1
e 55 56 1
e 56 57 0
e 57 58 0
e 58 59 0
e 59 63 1
e 60 61 0
e 61 62 1
e 62 63 0
