t 32 32
v 0 1 2
v 1 1 1
v 2 6 2
v 3 1 2
v 4 1 2
v 5 1 1
v 6 1 3
v 7 2 2
v 8 1 3
v 9 1 2
v 10 1 3
v 11 3 2
v 12 3 1
v 13 1 2
v 14 8 4
v 15 2 1
v 16 2 1
v 17 2 2
v 18 8 4
v 19 2 1
v 20 2 1
v 21 2 2
v 22 2 2
v 23 1 2
v 24 1 4
v 25 1 2
v 26 1 1
v 27 2 2
v 28 1 3
v 29 2 1
v 30 1 2
v 31 3 1
e 0 30 0
e 0 1 1
e 2 25 1
e 2 3 0
e 3 4 1
e 4 5 0
e 6 7 0
e 6 10 0
e 6 13 1
e 7 8 1
e 8 9 0
e 8 31 1
e 9 10 0
e 10 11 0
e 11 12 0
e 13 22 0
e 14 15 0
e 14 16 0
e 14 17 1
e 14 22 0
e 17 18 0
e 18 19 0
e 18 20 0
e 18 21 1
e 21 23 1
e 23 24 0
e 24 25 0
e 24 26 1
e 24 27 0
e 27 28 0
e 28 29 0
e 28 30 0
