t 64 69
v 0 6 4
v 1 1 3
v 2 1 3
v 3 1 2
v 4 1 2
v 5 1 3
v 6 1 2
v 7 1 2
v 8 1 2
v 9 1 2
v 10 1 3
v 11 1 2
v 12 1 2
v 13 2 1
v 14 2 1
v 15 3 2
v 16 3 2
v 17 1 3
v 18 2 1
v 19 1 3
v 20 1 3
v 21 1 2
v 22 1 3
v 23 1 2
v 24 1 2
v 25 2 1
v 26 1 3
v 27 1 3
v 28 1 3
v 29 1 2
v 30 1 3
v 31 1 2
v 32 1 2
v 33 6 4
v 34 2 1
v 35 2 1
v 36 2 1
v 37 6 4
v 38 2 1
v 39 2 1
v 40 2 1
v 41 3 2
v 42 3 2
v 43 3 2
v 44 3 2
v 45 1 3
v 46 1 1
v 47 1 1
v 48 1 3
v 49 1 2
v 50 1 3
v 51 1 3
v 52 1 3
v 53 1 3
v 54 2 1
v 55 6 4
v 56 2 1
v 57 2 1
v 58 2 1
v 59 3 2
v 60 1 2
v 61 1 2
v 62 1 3
v 63 0 1
e 0 1 1
e 0 2 0
e 0 13 0
e 0 14 0
e 1 8 1
e 1 12 0
e 2 3 1
e 2 7 0
e 3 4 0
e 4 5 1
e 5 6 0
e 5 16 1
e 6 7 0
e 8 9 0
e 9 10 1
e 10 11 0
e 10 15 0
e 11 12 1
e 15 17 0
e 16 26 0
e 17 18 0
e 17 19 0
e 19 20 2
e 19 24 0
e 20 21 0
e 20 33 1
e 21 22 0
e 22 23 1
e 22 41 0
e 23 24 1
e 25 26 0
e 26 27 0
e 27 28 0
e 27 32 0
e 28 29 1
e 28 37 0
e 29 30 0
e 30 31 0
e 30 43 0
e 31 32 1
e 33 34 1
e 33 35 2
e 33 36 0
e 37 38 0
e 37 39 1
e 37 40 0
e 41 42 0
e 42 48 0
e 43 44 1
e 44 45 1
e 45 46 0
e 45 47 1
e 48 49 1
e 48 53 0
e 49 50 0
e 50 51 0
e 50 55 0
e 51 52 0
e 51 62 1
e 52 53 1
e 52 59 0
e 53 54 0
e 55 56 0
e 55 57 0
e 55 58 0
e 59 60 0
e 60 61 1
e 61 62 0
e 62 63 -1
