t 64 70
v 0 1 3
v 1 1 2
v 2 1 2
v 3 1 2
v 4 1 3
v 5 1 3
v 6 1 1
v 7 1 1
v 8 3 2
v 9 1 3
v 10 2 1
v 11 1 3
v 12 1 2
v 13 1 3
v 14 1 2
v 15 3 3
v 16 1 1
v 17 3 2
v 18 1 3
v 19 2 1
v 20 1 3
v 21 3 3
v 22 1 2
v 23 1 3
v 24 1 2
v 25 3 2
v 26 2 1
v 27 1 1
v 28 1 3
v 29 1 3
v 30 1 2
v 31 1 2
v 32 1 3
v 33 1 3
v 34 1 2
v 35 1 3
v 36 1 2
v 37 1 2
v 38 3 2
v 39 1 3
v 40 2 1
v 41 1 3
v 42 1 2
v 43 1 3
v 44 1 2
v 45 3 3
v 46 1 1
v 47 3 2
v 48 1 3
v 49 2 1
v 50 1 3
v 51 3 3
v 52 1 2
v 53 1 3
v 54 1 2
v 55 3 2
v 56 8 4
v 57 2 1
v 58 2 1
v 59 2 1
v 60 8 1
v 61 1 1
v 62 1 4
v 63 0 1
e 0 1 0
e 0 5 0
e 0 6 0
e 1 2 0
e 2 3 1
e 3 4 0
e 4 5 0
e 4 8 1
e 5 7 0
e 8 9 0
e 9 10 0
e 9 11 1
e 11 12 1
e 11 15 0
e 12 13 1
e 13 14 0
e 13 17 1
e 14 15 0
e 15 16 0
e 17 18 0
e 18 19 1
e 18 20 0
e 20 21 0
e 20 24 0
e 21 22 1
e 21 27 0
e 22 23 0
e 23 24 1
e 23 25 0
e 25 62 1
e 26 62 0
e 28 29 1
e 28 33 0
e 28 34 0
e 29 30 0
e 29 56 0
e 30 31 0
e 31 32 0
e 32 33 0
e 32 38 0
e 33 37 0
e 34 35 1
e 35 36 0
e 35 60 0
e 36 37 0
e 38 39 1
e 39 40 0
e 39 41 1
e 41 42 1
e 41 45 1
e 42 43 0
e 43 44 0
e 43 47 0
e 44 45 1
e 45 46 0
e 47 48 0
e 48 49 0
e 48 50 0
e 50 51 1
e 50 54 0
e 51 52 0
e 51 61 0
e 52 53 0
e 53 54 0
e 53 55 0
e 55 62 0
e 56 57 0
e 56 58 0
e 56 59 0
e 62 63 -1
