t 32 33
v 0 1 1
v 1 3 2
v 2 1 3
v 3 1 2
v 4 6 1
v 5 1 3
v 6 2 1
v 7 3 2
v 8 1 3
v 9 1 3
v 10 1 3
v 11 2 1
v 12 3 3
v 13 1 2
v 14 6 2
v 15 1 2
v 16 1 3
v 17 1 3
v 18 2 1
v 19 3 2
v 20 1 4
v 21 1 1
v 22 1 1
v 23 1 1
v 24 1 3
v 25 1 2
v 26 1 2
v 27 1 2
v 28 1 2
v 29 1 2
v 30 1 2
v 31 2 1
e 0 1 0
e 1 2 0
e 2 3 1
e 2 5 0
e 3 4 0
e 5 6 0
e 5 7 0
e 7 8 0
e 8 9 0
e 8 30 0
e 9 10 0
e 9 31 1
e 10 11 1
e 10 12 0
e 12 13 1
e 12 16 0
e 13 14 0
e 14 15 1
e 15 16 0
e 16 17 0
e 17 18 0
e 17 19 0
e 19 20 0
e 20 21 0
e 20 22 1
e 20 23 1
e 24 25 0
e 24 29 0
e 24 30 0
e 25 26 0
e 26 27 0
e 27 28 1
e 28 29 0
