t 32 34
v 0 1 2
v 1 1 3
v 2 1 2
v 3 1 2
v 4 1 2
v 5 1 2
v 6 1 2
v 7 1 2
v 8 1 2
v 9 1 3
v 10 1 3
v 11 1 2
v 12 1 3
v 13 1 3
v 14 1 3
v 15 1 2
v 16 1 3
v 17 1 2
v 18 1 3
v 19 1 3
v 20 1 3
v 21 1 2
v 22 2 1
v 23 1 3
v 24 2 1
v 25 2 1
v 26 1 3
v 27 2 1
v 28 2 1
v 29 2 1
v 30 4 1
v 31 4 1
e 0 1 0
e 0 5 0
e 1 2 0
e 1 6 0
e 2 3 0
e 3 4 0
e 4 5 0
e 6 7 0
e 7 8 1
e 8 9 0
e 9 10 0
e 9 16 0
e 10 11 0
e 10 15 1
e 11 12 1
e 12 13 1
e 12 26 1
e 13 14 0
e 13 29 0
e 14 15 1
e 14 31 0
e 16 17 0
e 16 21 1
e 17 18 0
e 18 19 0
e 18 30 0
e 19 20 0
e 19 22 0
e 20 21 0
e 20 23 1
e 23 24 0
e 23 25 0
e 26 27 0
e 26 28 0
