t 32 36
v 0 1 2
v 1 1 2
v 2 1 3
v 3 1 3
v 4 1 2
v 5 1 2
v 6 1 3
v 7 1 3
v 8 1 3
v 9 3 2
v 10 1 3
v 11 1 2
v 12 1 2
v 13 1 2
v 14 3 2
v 15 1 1
v 16 1 2
v 17 1 2
v 18 1 3
v 19 1 2
v 20 1 2
v 21 1 3
v 22 6 4
v 23 2 1
v 24 2 1
v 25 1 3
v 26 1 2
v 27 1 3
v 28 2 2
v 29 3 2
v 30 1 1
v 31 3 2
e 0 1 0
e 0 2 0
e 1 5 0
e 2 3 1
e 2 6 0
e 3 4 0
e 3 9 0
e 4 5 1
e 6 7 0
e 6 14 0
e 7 8 1
e 7 13 0
e 8 9 0
e 8 10 1
e 10 11 0
e 10 15 0
e 11 12 0
e 12 13 0
e 14 21 0
e 16 17 1
e 16 21 0
e 17 18 0
e 18 19 0
e 18 22 0
e 19 20 0
e 20 21 0
e 22 23 0
e 22 24 0
e 22 31 0
e 25 26 1
e 25 29 1
e 25 31 0
e 26 27 0
e 27 28 0
e 27 30 0
e 28 29 0
