t 64 69
v 0 1 2
v 1 1 3
v 2 2 1
v 3 1 3
v 4 1 3
v 5 1 3
v 6 1 3
v 7 1 2
v 8 2 1
v 9 1 3
v 10 1 3
v 11 2 1
v 12 1 3
v 13 2 1
v 14 1 3
v 15 2 1
v 16 1 2
v 17 1 3
v 18 1 3
v 19 2 1
v 20 1 3
v 21 2 1
v 22 1 3
v 23 1 3
v 24 1 3
v 25 2 1
v 26 1 3
v 27 2 1
v 28 1 3
v 29 2 1
v 30 1 3
v 31 1 3
v 32 1 3
v 33 2 1
v 34 1 3
v 35 2 1
v 36 1 3
v 37 2 1
v 38 1 2
v 39 1 3
v 40 1 3
v 41 1 3
v 42 2 1
v 43 1 3
v 44 2 1
v 45 2 1
v 46 1 3
v 47 2 2
v 48 1 3
v 49 2 2
v 50 1 3
v 51 2 1
v 52 1 2
v 53 2 2
v 54 1 3
v 55 2 2
v 56 2 1
v 57 1 1
v 58 1 1
v 59 1 3
v 60 1 3
v 61 1 2
v 62 1 1
v 63 1 1
e 0 1 0
e 0 7 0
e 1 63 1
e 1 4 1
e 2 3 0
e 3 4 0
e 3 8 1
e 4 5 1
e 5 6 0
e 5 9 1
e 6 7 0
e 6 56 0
e 9 10 0
e 9 17 0
e 10 11 0
e 10 12 0
e 12 13 1
e 12 14 1
e 14 15 0
e 14 16 1
e 16 17 0
e 17 18 0
e 18 19 1
e 18 49 0
e 20 60 0
e 20 21 0
e 20 53 0
e 22 23 0
e 22 30 0
e 22 40 0
e 23 24 0
e 23 43 0
e 24 25 0
e 24 26 0
e 26 27 1
e 26 28 1
e 28 29 0
e 28 30 0
e 30 31 0
e 31 32 1
e 31 39 0
e 32 33 1
e 32 34 0
e 34 35 0
e 34 36 0
e 36 37 0
e 36 38 0
e 38 39 0
e 39 41 0
e 40 45 0
e 40 47 0
e 41 42 0
e 41 55 0
e 43 44 0
e 43 46 0
e 46 47 0
e 46 54 1
e 48 49 0
e 48 50 1
e 48 54 0
e 50 51 0
e 50 52 0
e 52 53 0
e 54 55 1
e 57 61 1
e 58 59 0
e 59 60 0
e 59 62 1
e 60 61 0
