t 64 69
v 0 2 1
v 1 3 3
v 2 2 1
v 3 3 3
v 4 2 1
v 5 3 3
v 6 2 1
v 7 3 3
v 8 2 1
v 9 1 2
v 10 1 3
v 11 1 2
v 12 1 2
v 13 1 1
v 14 1 2
v 15 1 3
v 16 1 3
v 17 1 3
v 18 3 2
v 19 1 3
v 20 1 3
v 21 1 2
v 22 1 3
v 23 3 2
v 24 1 3
v 25 1 3
v 26 1 3
v 27 1 2
v 28 3 2
v 29 1 3
v 30 1 3
v 31 1 3
v 32 1 2
v 33 3 2
v 34 1 3
v 35 3 2
v 36 3 2
v 37 1 2
v 38 1 1
v 39 1 2
v 40 1 2
v 41 1 3
v 42 1 3
v 43 1 3
v 44 1 2
v 45 1 3
v 46 3 2
v 47 3 2
v 48 3 2
v 49 3 2
v 50 1 1
v 51 1 1
v 52 1 1
v 53 1 1
v 54 1 3
v 55 1 2
v 56 6 4
v 57 2 1
v 58 2 1
v 59 2 1
v 60 6 4
v 61 2 1
v 62 2 1
v 63 2 1
e 0 16 1
e 1 18 0
e 1 50 1
e 1 54 0
e 2 24 0
e 3 25 0
e 3 28 0
e 3 51 0
e 4 34 1
e 5 30 1
e 5 33 0
e 5 52 0
e 6 29 0
e 7 20 0
e 7 23 1
e 7 53 0
e 8 19 0
e 9 10 0
e 9 43 0
e 10 12 0
e 10 35 0
e 11 12 2
e 11 45 0
e 13 14 1
e 14 37 0
e 15 36 0
e 15 37 1
e 15 39 0
e 16 35 0
e 16 54 1
e 17 18 0
e 17 49 0
e 17 55 0
e 19 20 1
e 19 36 1
e 20 21 0
e 21 22 0
e 22 23 1
e 22 46 1
e 24 25 1
e 24 49 0
e 25 27 1
e 26 27 0
e 26 28 1
e 26 48 1
e 29 30 0
e 29 46 0
e 30 32 0
e 31 32 1
e 31 33 0
e 31 47 0
e 34 47 0
e 34 48 1
e 38 39 1
e 40 41 0
e 40 42 2
e 41 44 1
e 41 60 2
e 42 43 1
e 42 56 1
e 43 45 0
e 44 45 1
e 54 55 0
e 56 57 0
e 56 58 1
e 56 59 0
e 60 61 0
e 60 62 0
e 60 63 0
