t 32 62
v 2694 7 1
v 396 7 11
v 2708 8 27
v 4500 10 10
v 8597 8 1
v 2709 5 9
v 4504 6 4
v 4506 10 4
v 4507 14 7
v 4508 4 6
v 4511 7 3
v 168 9 1
v 2344 14 4
v 1964 10 2
v 1453 12 1
v 434 3 1
v 4532 0 1
v 4533 2 1
v 4534 3 1
v 4535 7 1
v 4536 7 1
v 4537 1 1
v 574 10 7
v 1740 13 1
v 3404 4 5
v 3279 5 1
v 465 2 1
v 2149 12 1
v 3306 8 1
v 1009 12 1
v 3057 14 5
v 122 1 3
e 2694 2708 10
e 396 122 4
e 396 574 8
e 396 2344 2
e 396 2708 13
e 396 2709 4
e 396 3057 10
e 396 3404 0
e 396 4500 12
e 396 4506 13
e 396 4507 3
e 396 4511 0
e 2708 122 12
e 2708 168 4
e 2708 434 0
e 2708 465 2
e 2708 574 4
e 2708 1009 13
e 2708 1453 7
e 2708 1740 8
e 2708 1964 0
e 2708 2149 5
e 2708 2344 13
e 2708 2709 10
e 2708 3057 0
e 2708 3404 12
e 2708 4504 8
e 2708 4506 14
e 2708 4507 13
e 2708 4508 3
e 2708 4511 6
e 2708 4532 9
e 2708 4533 9
e 2708 4534 2
e 2708 4535 7
e 2708 4536 11
e 2708 4537 10
e 4500 574 8
e 4500 2709 7
e 4500 3057 8
e 4500 3404 1
e 4500 4504 3
e 4500 4506 9
e 4500 4507 7
e 4500 4508 0
e 4500 4511 4
e 8597 4508 4
e 2709 122 13
e 2709 574 10
e 2709 1964 0
e 2709 2344 14
e 2709 3057 0
e 2709 4507 1
e 4504 3404 8
e 4504 4507 4
e 4506 3404 7
e 4507 574 0
e 4507 4508 14
e 4508 3279 8
e 4508 3306 9
e 2344 574 11
e 574 3057 13
