t 64 89
v 0 13 7
v 4608 1 2
v 4610 10 1
v 3331 2 1
v 4609 4 1
v 4611 10 1
v 3590 0 1
v 4612 2 1
v 4613 8 1
v 4614 3 1
v 522 6 2
v 11 12 3
v 268 1 1
v 397 5 2
v 4615 13 1
v 4616 9 1
v 400 7 5
v 2705 4 2
v 2066 5 1
v 4618 5 1
v 4619 2 1
v 4620 9 1
v 4621 2 1
v 2201 11 1
v 27 12 63
v 156 6 2
v 31 11 3
v 2464 2 1
v 33 9 4
v 1441 12 1
v 36 4 5
v 1959 5 1
v 1582 9 1
v 47 5 7
v 689 11 2
v 2103 0 1
v 824 3 3
v 187 10 4
v 1083 5 2
v 1725 3 2
v 4617 7 1
v 3135 7 1
v 450 7 4
v 68 13 2
v 3402 10 1
v 1740 13 2
v 2892 12 1
v 2639 12 1
v 2641 14 1
v 594 9 1
v 1509 6 2
v 2662 9 1
v 3303 5 1
v 3813 9 2
v 361 7 3
v 2665 7 1
v 492 6 1
v 4085 10 2
v 4602 11 1
v 4603 6 1
v 4604 6 1
v 4605 0 2
v 4606 2 2
v 4607 7 1
e 0 11 0
e 0 27 1
e 0 31 1
e 0 33 4
e 0 36 11
e 0 47 10
e 0 68 6
e 4608 27 12
e 4608 361 9
e 4610 27 0
e 3331 27 5
e 4609 27 12
e 4611 27 9
e 3590 27 2
e 4612 27 9
e 4613 27 14
e 4614 27 12
e 522 27 9
e 522 36 0
e 11 27 12
e 11 2705 10
e 268 27 5
e 397 27 12
e 397 47 9
e 4615 27 3
e 4616 27 6
e 400 27 13
e 400 36 9
e 400 47 14
e 400 450 4
e 400 824 13
e 2705 27 1
e 2066 27 6
e 4618 27 7
e 4619 27 0
e 4620 27 12
e 4621 27 1
e 2201 27 13
e 27 31 11
e 27 33 7
e 27 36 8
e 27 47 0
e 27 68 10
e 27 156 5
e 27 187 0
e 27 361 5
e 27 450 12
e 27 492 14
e 27 594 8
e 27 689 2
e 27 824 11
e 27 1083 5
e 27 1441 9
e 27 1509 2
e 27 1582 1
e 27 1725 0
e 27 1740 10
e 27 1959 12
e 27 2103 11
e 27 2464 6
e 27 2639 7
e 27 2641 3
e 27 2662 12
e 27 2665 7
e 27 2892 5
e 27 3135 1
e 27 3303 5
e 27 3402 3
e 27 3813 8
e 27 4085 9
e 27 4602 6
e 27 4603 12
e 27 4604 6
e 27 4605 13
e 27 4606 7
e 27 4607 11
e 27 4617 2
e 156 187 1
e 31 1509 5
e 33 36 0
e 33 47 7
e 47 450 8
e 47 824 9
e 689 3813 8
e 187 1740 0
e 187 4606 5
e 1083 450 7
e 1725 4605 11
e 361 4085 11
