t 32 59
v 769 4 12
v 2181 1 4
v 2184 5 4
v 2187 5 3
v 2188 13 4
v 2194 10 2
v 1948 8 1
v 5280 1 2
v 814 9 4
v 1968 7 3
v 3632 6 4
v 1202 10 6
v 1971 11 5
v 692 1 1
v 4153 14 1
v 3130 10 1
v 5049 7 1
v 1983 7 8
v 2112 5 2
v 5320 5 1
v 5321 8 2
v 5322 14 2
v 5323 5 1
v 5324 8 1
v 5326 9 1
v 3666 4 3
v 4434 13 1
v 2777 7 1
v 2141 0 31
v 5213 12 3
v 744 13 2
v 746 6 1
e 769 744 4
e 769 814 14
e 769 1202 6
e 769 1968 4
e 769 1983 12
e 769 2112 1
e 769 2141 12
e 769 2181 6
e 769 2184 5
e 769 2187 11
e 769 2188 9
e 769 2194 8
e 2181 1983 10
e 2181 2141 8
e 2181 2187 0
e 2184 814 8
e 2184 1983 10
e 2184 2141 12
e 2187 2141 9
e 2188 814 12
e 2188 1202 1
e 2188 2141 10
e 2194 2141 6
e 1948 2141 7
e 5280 1202 9
e 5280 2141 0
e 814 2141 2
e 1968 1971 2
e 1968 2141 5
e 3632 1971 7
e 3632 1983 4
e 3632 2141 7
e 3632 3666 8
e 1202 1983 12
e 1202 2141 10
e 1202 5213 9
e 1971 1983 4
e 1971 2141 12
e 1971 3666 1
e 692 2141 5
e 4153 2141 12
e 3130 2141 7
e 5049 2141 11
e 1983 2141 12
e 1983 5213 6
e 2112 2141 13
e 5320 2141 14
e 5321 2141 6
e 5321 5322 9
e 5322 2141 5
e 5323 2141 8
e 5324 2141 14
e 5326 2141 3
e 3666 2141 14
e 4434 2141 13
e 2777 2141 1
e 2141 744 11
e 2141 746 11
e 2141 5213 13
