t 64 196
v 0 3 16
v 1 9 10
v 2 7 11
v 3 2 21
v 4 3 1
v 5 6 4
v 6 7 7
v 7 10 12
v 8 10 8
v 9 1 1
v 10 10 3
v 11 14 2
v 12 8 2
v 13 7 3
v 14 6 5
v 15 11 1
v 16 4 6
v 17 3 16
v 18 3 1
v 19 0 1
v 20 9 1
v 21 8 1
v 22 13 11
v 23 5 4
v 24 0 49
v 25 8 2
v 26 9 6
v 27 7 3
v 28 6 2
v 29 3 1
v 30 5 4
v 31 13 4
v 32 9 20
v 33 2 15
v 34 14 2
v 35 9 4
v 36 5 1
v 37 14 12
v 38 13 6
v 39 14 2
v 40 3 2
v 41 1 1
v 42 6 12
v 43 12 2
v 44 0 2
v 45 4 1
v 46 13 4
v 47 8 2
v 48 13 1
v 49 6 1
v 50 3 3
v 51 4 7
v 52 12 3
v 53 13 11
v 54 7 14
v 55 10 6
v 56 9 2
v 57 6 1
v 58 12 4
v 59 0 3
v 60 2 2
v 61 4 2
v 62 5 1
v 63 4 24
e 0 16 1
e 0 23 9
e 0 63 5
e 0 31 2
e 0 17 13
e 0 38 6
e 0 55 3
e 0 1 11
e 0 2 12
e 0 3 1
e 0 7 9
e 0 53 11
e 0 54 13
e 0 24 10
e 0 42 6
e 0 14 8
e 1 63 7
e 1 17 2
e 1 26 10
e 1 3 12
e 1 7 1
e 1 53 0
e 1 24 12
e 1 32 13
e 1 30 8
e 2 63 6
e 2 11 7
e 2 59 6
e 2 38 0
e 2 7 0
e 2 8 9
e 2 51 6
e 2 58 0
e 2 24 4
e 2 32 0
e 3 6 13
e 3 22 2
e 3 63 11
e 3 31 0
e 3 59 1
e 3 17 10
e 3 26 1
e 3 38 1
e 3 5 1
e 3 7 12
e 3 37 9
e 3 50 11
e 3 51 14
e 3 53 0
e 3 54 3
e 3 24 14
e 3 32 4
e 3 42 11
e 3 60 3
e 4 33 0
e 5 7 10
e 5 24 5
e 5 32 4
e 6 16 11
e 6 22 3
e 6 17 2
e 6 10 14
e 6 24 3
e 6 52 9
e 7 23 0
e 7 63 3
e 7 17 5
e 7 37 11
e 7 53 0
e 7 24 12
e 7 32 3
e 8 22 0
e 8 63 10
e 8 37 1
e 8 51 8
e 8 54 9
e 8 24 8
e 8 32 11
e 9 33 12
e 10 22 6
e 10 24 4
e 11 24 13
e 12 47 2
e 12 24 14
e 13 63 4
e 13 24 8
e 13 32 2
e 14 63 12
e 14 24 6
e 14 32 2
e 14 30 12
e 15 33 6
e 16 22 14
e 16 17 12
e 16 24 14
e 16 42 4
e 17 22 13
e 17 63 8
e 17 37 13
e 17 53 0
e 17 54 2
e 17 24 10
e 17 32 13
e 17 35 11
e 17 40 2
e 17 42 7
e 18 33 3
e 19 24 12
e 20 33 13
e 21 33 6
e 22 63 12
e 22 39 9
e 22 24 4
e 22 32 7
e 22 42 13
e 23 55 2
e 23 24 7
e 24 63 0
e 24 31 5
e 24 34 8
e 24 59 5
e 24 25 13
e 24 26 12
e 24 38 14
e 24 39 0
e 24 55 2
e 24 62 3
e 24 44 11
e 24 47 1
e 24 48 12
e 24 37 5
e 24 43 12
e 24 46 13
e 24 50 3
e 24 51 2
e 24 53 8
e 24 54 8
e 24 57 7
e 24 58 5
e 24 32 0
e 24 35 14
e 24 36 4
e 24 40 5
e 24 42 0
e 24 52 0
e 24 30 2
e 24 60 8
e 24 33 5
e 25 26 8
e 26 54 8
e 26 42 7
e 27 37 11
e 27 54 7
e 27 33 9
e 28 43 6
e 28 33 5
e 29 33 6
e 30 63 14
e 31 32 9
e 32 63 11
e 32 38 4
e 32 55 12
e 32 37 13
e 32 46 1
e 32 53 10
e 32 54 7
e 32 42 8
e 33 61 11
e 33 41 2
e 33 45 14
e 33 49 10
e 33 56 5
e 34 63 1
e 35 46 5
e 35 42 3
e 37 63 7
e 37 51 13
e 37 53 5
e 37 54 2
e 37 42 4
e 38 53 0
e 42 63 6
e 42 54 12
e 44 63 4
e 46 63 9
e 50 63 9
e 51 55 10
e 51 54 8
e 52 63 8
e 53 63 3
e 53 54 1
e 54 63 5
e 54 58 3
e 55 63 3
e 56 61 11
e 58 63 5
