t 32 43
v 0 4 1
v 1 9 1
v 2 14 3
v 3 12 2
v 4 0 1
v 5 4 2
v 6 7 1
v 7 11 5
v 8 6 2
v 9 2 1
v 10 12 1
v 11 0 1
v 12 3 1
v 13 12 1
v 14 3 1
v 15 13 1
v 16 5 1
v 17 1 1
v 18 0 1
v 19 14 4
v 20 12 14
v 21 13 6
v 22 11 1
v 23 13 1
v 24 11 1
v 25 1 1
v 26 5 3
v 27 1 18
v 28 5 2
v 29 6 3
v 30 0 3
v 31 8 1
e 0 27 2
e 1 27 1
e 2 3 11
e 2 20 10
e 2 5 7
e 3 20 8
e 4 27 11
e 5 27 11
e 6 27 13
e 7 19 13
e 7 20 8
e 7 21 4
e 7 29 0
e 7 30 14
e 8 28 3
e 8 20 9
e 9 20 13
e 10 20 14
e 11 27 5
e 12 27 3
e 13 27 13
e 14 27 2
e 15 27 9
e 16 27 14
e 17 27 4
e 18 27 8
e 19 26 14
e 19 20 5
e 19 21 9
e 20 26 0
e 20 28 7
e 20 21 2
e 20 24 9
e 20 29 4
e 20 30 9
e 20 27 7
e 21 26 4
e 21 29 5
e 21 30 8
e 22 27 14
e 23 27 11
e 25 27 6
e 27 31 6
