t 64 114
v 0 12 5
v 1 8 2
v 2 6 49
v 3 5 10
v 4 7 12
v 5 3 5
v 6 6 1
v 7 7 4
v 8 6 4
v 9 9 4
v 10 0 1
v 11 1 2
v 12 2 2
v 13 1 2
v 14 9 3
v 15 1 2
v 16 7 2
v 17 10 1
v 18 0 3
v 19 2 1
v 20 7 7
v 21 13 1
v 22 0 2
v 23 6 4
v 24 11 2
v 25 11 9
v 26 4 2
v 27 11 4
v 28 3 8
v 29 14 1
v 30 8 1
v 31 11 1
v 32 12 3
v 33 10 5
v 34 5 2
v 35 2 2
v 36 3 1
v 37 13 1
v 38 4 1
v 39 0 1
v 40 14 1
v 41 7 1
v 42 12 1
v 43 12 1
v 44 6 1
v 45 6 1
v 46 11 1
v 47 0 1
v 48 6 5
v 49 5 4
v 50 13 1
v 51 0 2
v 52 11 1
v 53 8 1
v 54 7 5
v 55 12 5
v 56 9 2
v 57 5 7
v 58 4 3
v 59 13 6
v 60 12 1
v 61 7 2
v 62 3 1
v 63 11 1
e 0 25 14
e 0 58 7
e 0 12 2
e 0 20 14
e 0 3 7
e 1 25 9
e 1 2 0
e 2 4 14
e 2 37 7
e 2 25 7
e 2 33 0
e 2 59 13
e 2 15 3
e 2 27 7
e 2 28 4
e 2 52 8
e 2 60 0
e 2 9 1
e 2 55 12
e 2 58 9
e 2 13 13
e 2 19 0
e 2 57 4
e 2 26 12
e 2 12 10
e 2 20 10
e 2 23 0
e 2 5 11
e 2 7 10
e 2 8 9
e 2 21 7
e 2 11 6
e 2 32 12
e 2 31 3
e 2 16 1
e 2 14 3
e 2 49 5
e 2 18 7
e 2 63 11
e 2 29 8
e 2 36 12
e 2 62 4
e 2 30 6
e 2 44 6
e 2 61 13
e 2 6 7
e 2 50 12
e 2 17 10
e 2 43 13
e 2 45 14
e 2 46 5
e 2 47 7
e 2 51 12
e 2 48 5
e 2 53 2
e 3 34 6
e 3 10 11
e 3 48 2
e 3 35 5
e 3 38 7
e 3 39 6
e 3 40 14
e 3 41 7
e 3 42 12
e 4 25 8
e 4 59 7
e 4 27 3
e 4 28 14
e 4 55 7
e 4 20 5
e 4 23 3
e 4 5 6
e 4 7 2
e 4 32 13
e 4 14 3
e 5 57 4
e 5 7 3
e 5 8 5
e 7 8 2
e 8 54 11
e 9 27 2
e 9 23 11
e 9 14 14
e 11 20 11
e 13 16 11
e 15 33 11
e 18 33 5
e 18 54 13
e 20 28 4
e 20 57 1
e 20 49 7
e 22 54 11
e 22 48 7
e 23 27 2
e 24 48 13
e 24 56 0
e 25 59 14
e 25 28 11
e 25 54 13
e 25 57 8
e 25 26 2
e 28 59 3
e 28 58 0
e 28 57 9
e 28 32 8
e 33 49 14
e 33 51 10
e 34 35 11
e 48 56 12
e 49 55 2
e 54 55 14
e 55 57 6
e 57 59 6
e 59 61 10
