t 32 48
v 0 1 1
v 1 1 1
v 2 4 1
v 3 5 1
v 4 3 31
v 5 10 2
v 6 6 2
v 7 12 1
v 8 1 4
v 9 1 1
v 10 10 5
v 11 9 1
v 12 6 2
v 13 11 1
v 14 7 3
v 15 2 3
v 16 13 4
v 17 5 5
v 18 2 1
v 19 6 1
v 20 4 1
v 21 7 1
v 22 6 4
v 23 1 1
v 24 0 2
v 25 5 7
v 26 5 1
v 27 2 1
v 28 2 2
v 29 4 2
v 30 2 1
v 31 13 2
e 0 4 13
e 1 4 12
e 2 4 4
e 3 4 13
e 4 6 5
e 4 10 13
e 4 13 12
e 4 17 11
e 4 19 3
e 4 22 7
e 4 25 13
e 4 8 12
e 4 11 8
e 4 9 8
e 4 23 1
e 4 7 6
e 4 16 9
e 4 24 11
e 4 14 13
e 4 26 11
e 4 12 3
e 4 27 1
e 4 30 0
e 4 5 1
e 4 20 0
e 4 21 12
e 4 29 8
e 4 15 8
e 4 28 5
e 4 31 2
e 4 18 10
e 5 25 0
e 6 10 1
e 8 10 5
e 8 22 3
e 8 14 4
e 10 16 0
e 10 29 14
e 12 25 4
e 14 22 9
e 15 17 4
e 15 25 6
e 16 17 4
e 16 24 6
e 17 22 2
e 17 25 14
e 25 28 13
e 25 31 9
