t 64 106
v 0 4 1
v 1 5 1
v 2 9 2
v 3 3 2
v 4 11 2
v 5 4 2
v 6 5 13
v 7 6 2
v 8 13 2
v 9 4 2
v 10 14 2
v 11 10 1
v 12 7 1
v 13 7 1
v 14 6 2
v 15 2 2
v 16 4 2
v 17 6 1
v 18 3 1
v 19 10 1
v 20 6 1
v 21 10 1
v 22 10 2
v 23 12 2
v 24 5 10
v 25 1 7
v 26 0 9
v 27 10 3
v 28 3 4
v 29 0 3
v 30 3 2
v 31 4 1
v 32 5 2
v 33 8 1
v 34 9 2
v 35 9 2
v 36 12 2
v 37 14 1
v 38 8 1
v 39 1 3
v 40 2 2
v 41 2 3
v 42 0 3
v 43 6 2
v 44 4 1
v 45 14 2
v 46 12 1
v 47 5 63
v 48 3 7
v 49 1 2
v 50 1 1
v 51 8 2
v 52 4 1
v 53 10 1
v 54 2 2
v 55 6 1
v 56 14 1
v 57 0 2
v 58 10 3
v 59 10 2
v 60 6 1
v 61 10 2
v 62 2 1
v 63 13 4
e 0 47 13
e 1 47 13
e 2 24 6
e 2 47 8
e 3 25 8
e 3 47 11
e 4 24 6
e 4 47 1
e 5 26 6
e 5 47 7
e 6 63 9
e 6 29 5
e 6 41 8
e 6 14 3
e 6 7 4
e 6 8 11
e 6 9 12
e 6 57 5
e 6 43 9
e 6 47 12
e 6 58 9
e 6 22 11
e 6 23 1
e 7 47 8
e 8 47 2
e 9 47 8
e 10 26 9
e 10 47 1
e 11 47 11
e 12 47 6
e 13 47 3
e 14 47 5
e 15 24 9
e 15 47 12
e 16 26 12
e 16 47 8
e 17 47 8
e 18 47 5
e 19 47 2
e 20 47 11
e 21 47 7
e 22 47 0
e 23 47 6
e 24 28 2
e 24 39 10
e 24 42 1
e 24 54 10
e 24 47 0
e 24 30 4
e 24 32 4
e 25 45 6
e 25 49 7
e 25 51 2
e 25 61 6
e 25 47 10
e 25 27 9
e 26 63 10
e 26 36 11
e 26 47 14
e 26 35 12
e 26 40 12
e 26 58 5
e 27 63 7
e 27 47 2
e 28 48 3
e 28 47 3
e 28 59 0
e 29 48 12
e 29 47 13
e 30 47 6
e 31 47 8
e 32 47 1
e 33 47 10
e 34 48 2
e 34 47 5
e 35 47 13
e 36 47 12
e 37 47 1
e 38 47 8
e 39 48 6
e 39 47 14
e 40 47 6
e 41 48 14
e 41 47 0
e 42 48 10
e 42 47 9
e 43 47 4
e 44 47 13
e 45 47 10
e 46 47 9
e 47 63 9
e 47 48 1
e 47 49 2
e 47 50 14
e 47 51 11
e 47 61 1
e 47 52 2
e 47 53 8
e 47 54 12
e 47 57 10
e 47 55 4
e 47 56 1
e 47 58 9
e 47 62 7
e 47 59 12
e 47 60 8
