t 32 47
v 0 4 1
v 1 7 1
v 2 1 1
v 3 9 1
v 4 13 1
v 5 5 2
v 6 1 5
v 7 4 2
v 8 14 5
v 9 4 1
v 10 12 3
v 11 11 2
v 12 6 1
v 13 0 2
v 14 10 1
v 15 0 2
v 16 8 1
v 17 5 4
v 18 10 1
v 19 5 25
v 20 11 1
v 21 5 7
v 22 12 2
v 23 14 3
v 24 10 2
v 25 13 1
v 26 4 7
v 27 0 1
v 28 2 1
v 29 0 1
v 30 6 2
v 31 13 4
e 0 19 1
e 1 21 1
e 2 19 12
e 3 21 12
e 4 19 0
e 5 19 14
e 5 8 3
e 6 10 10
e 6 15 9
e 6 30 7
e 6 17 1
e 6 21 13
e 7 19 8
e 7 26 6
e 8 23 4
e 8 31 14
e 8 17 2
e 8 21 6
e 9 19 11
e 10 22 13
e 10 19 8
e 11 19 9
e 11 26 13
e 12 19 1
e 13 31 10
e 13 19 10
e 14 19 10
e 15 19 8
e 16 19 4
e 17 19 9
e 17 26 6
e 18 19 13
e 19 23 10
e 19 24 10
e 19 25 11
e 19 31 7
e 19 22 13
e 19 27 1
e 19 28 7
e 19 29 8
e 19 30 11
e 19 21 5
e 20 21 14
e 21 26 10
e 23 26 13
e 24 26 6
e 26 31 12
