t 64 241
v 0 13 11
v 1 4 9
v 2 6 8
v 3 2 8
v 4 9 2
v 5 7 57
v 6 6 15
v 7 13 6
v 8 5 12
v 9 1 3
v 10 8 14
v 11 10 10
v 12 10 14
v 13 12 2
v 14 4 9
v 15 0 5
v 16 6 10
v 17 10 6
v 18 14 3
v 19 3 11
v 20 11 2
v 21 5 5
v 22 1 4
v 23 14 6
v 24 13 24
v 25 5 3
v 26 2 12
v 27 11 2
v 28 0 9
v 29 1 6
v 30 6 2
v 31 5 12
v 32 2 7
v 33 7 9
v 34 4 11
v 35 11 5
v 36 8 9
v 37 11 13
v 38 1 4
v 39 11 3
v 40 3 7
v 41 8 1
v 42 2 2
v 43 10 3
v 44 6 3
v 45 1 6
v 46 13 7
v 47 14 2
v 48 2 5
v 49 0 2
v 50 7 1
v 51 12 3
v 52 3 1
v 53 8 1
v 54 12 5
v 55 12 7
v 56 7 7
v 57 4 2
v 58 5 31
v 59 14 2
v 60 0 7
v 61 14 4
v 62 13 9
v 63 3 1
e 0 5 4
e 0 6 4
e 0 7 13
e 0 8 3
e 0 10 10
e 0 14 0
e 0 23 3
e 0 24 10
e 0 31 5
e 0 34 13
e 0 48 12
e 1 5 2
e 1 24 11
e 1 56 9
e 1 3 2
e 1 55 12
e 1 58 8
e 1 26 13
e 1 33 5
e 1 35 9
e 2 5 14
e 2 37 7
e 2 62 13
e 2 39 7
e 2 40 4
e 2 55 12
e 2 58 4
e 2 33 10
e 3 5 13
e 3 8 10
e 3 24 2
e 3 19 10
e 3 43 4
e 3 28 14
e 3 33 4
e 4 5 5
e 4 58 5
e 5 6 14
e 5 7 14
e 5 8 2
e 5 10 12
e 5 14 11
e 5 23 14
e 5 24 3
e 5 31 0
e 5 34 12
e 5 48 10
e 5 37 8
e 5 41 3
e 5 42 8
e 5 49 6
e 5 62 7
e 5 16 12
e 5 17 7
e 5 19 2
e 5 43 5
e 5 18 6
e 5 21 11
e 5 25 4
e 5 38 9
e 5 39 3
e 5 40 14
e 5 11 14
e 5 12 7
e 5 55 7
e 5 28 3
e 5 51 9
e 5 54 2
e 5 59 13
e 5 60 11
e 5 61 10
e 5 9 5
e 5 13 5
e 5 15 6
e 5 20 11
e 5 22 4
e 5 57 8
e 5 26 4
e 5 27 14
e 5 29 10
e 5 30 10
e 5 33 5
e 5 35 2
e 5 36 5
e 5 44 5
e 5 45 3
e 5 46 5
e 5 47 1
e 5 32 10
e 6 7 9
e 6 8 5
e 6 10 13
e 6 24 2
e 6 16 10
e 6 17 9
e 6 19 11
e 6 21 11
e 6 55 14
e 6 26 13
e 6 29 8
e 6 36 12
e 6 45 2
e 7 10 8
e 7 14 11
e 7 48 8
e 8 10 14
e 8 24 5
e 8 31 9
e 8 34 5
e 8 37 3
e 8 60 7
e 8 58 10
e 8 29 8
e 9 18 3
e 9 58 14
e 10 23 11
e 10 24 8
e 10 31 7
e 10 34 1
e 10 48 2
e 10 37 3
e 10 16 4
e 10 11 12
e 10 12 2
e 11 24 6
e 11 62 7
e 11 12 3
e 11 28 4
e 11 22 10
e 11 58 3
e 11 45 12
e 11 46 9
e 12 23 9
e 12 31 4
e 12 37 8
e 12 62 12
e 12 16 12
e 12 55 14
e 12 61 10
e 12 22 12
e 12 58 9
e 12 26 11
e 12 46 11
e 13 58 7
e 14 24 14
e 14 31 8
e 14 19 12
e 14 55 8
e 14 28 14
e 14 33 3
e 15 24 7
e 15 25 1
e 15 54 14
e 15 58 14
e 16 34 10
e 16 37 11
e 16 17 3
e 16 56 12
e 16 26 3
e 16 36 2
e 17 24 10
e 17 37 7
e 17 26 4
e 18 46 1
e 19 24 13
e 19 34 11
e 19 56 7
e 19 21 14
e 19 28 10
e 19 26 14
e 19 33 2
e 20 58 5
e 21 24 11
e 21 58 3
e 22 58 12
e 23 24 12
e 23 58 1
e 24 31 5
e 24 34 7
e 24 37 3
e 24 56 1
e 24 28 4
e 24 60 1
e 24 58 0
e 24 29 4
e 24 36 8
e 24 45 4
e 25 58 3
e 26 58 14
e 26 27 1
e 26 33 1
e 26 35 14
e 26 36 5
e 28 51 0
e 28 35 7
e 28 46 8
e 29 34 9
e 29 44 9
e 30 34 14
e 31 48 1
e 31 37 14
e 31 60 8
e 31 58 4
e 31 35 9
e 32 56 7
e 32 58 6
e 32 53 2
e 32 50 4
e 32 52 8
e 32 63 1
e 33 40 4
e 33 58 1
e 34 58 13
e 34 46 11
e 36 54 14
e 36 59 8
e 36 60 12
e 36 61 10
e 37 62 14
e 37 40 11
e 37 58 8
e 37 57 1
e 38 56 9
e 38 39 1
e 38 40 3
e 40 62 3
e 40 58 9
e 42 58 6
e 43 58 8
e 44 58 7
e 45 54 12
e 45 60 2
e 46 58 4
e 47 58 5
e 49 58 12
e 51 58 2
e 54 62 3
e 55 58 6
e 56 62 7
e 58 62 6
e 60 61 6
