t 64 63
v 0 1 3
v 1 1 3
v 2 2 1
v 3 1 3
v 4 1 2
v 5 1 1
v 6 3 3
v 7 1 3
v 8 1 2
v 9 1 1
v 10 1 3
v 11 2 1
v 12 3 2
v 13 1 2
v 14 2 1
v 15 1 3
v 16 1 3
v 17 1 1
v 18 1 3
v 19 3 3
v 20 1 2
v 21 1 3
v 22 1 1
v 23 1 1
v 24 1 1
v 25 1 3
v 26 1 1
v 27 2 1
v 28 3 3
v 29 2 1
v 30 1 3
v 31 1 1
v 32 1 2
v 33 1 2
v 34 3 3
v 35 1 3
v 36 1 3
v 37 1 1
v 38 1 3
v 39 2 1
v 40 3 3
v 41 1 1
v 42 1 1
v 43 2 1
v 44 1 3
v 45 1 1
v 46 1 1
v 47 1 2
v 48 3 3
v 49 1 3
v 50 1 1
v 51 1 3
v 52 1 1
v 53 1 1
v 54 2 1
v 55 1 3
v 56 1 1
v 57 3 2
v 58 1 3
v 59 2 1
v 60 1 3
v 61 1 1
v 62 3 2
v 63 1 1
e 0 1 0
e 0 2 0
e 0 3 1
e 1 4 0
e 1 5 0
e 3 6 0
e 3 7 0
e 4 8 0
e 6 9 0
e 6 10 0
e 7 11 0
e 7 12 1
e 8 13 0
e 10 14 0
e 10 15 0
e 12 16 1
e 13 17 0
e 15 18 0
e 15 19 0
e 16 20 0
e 16 21 1
e 18 22 0
e 18 23 1
e 19 24 0
e 19 25 0
e 20 26 0
e 21 27 0
e 21 28 0
e 25 29 0
e 25 30 0
e 28 31 0
e 28 32 0
e 30 33 1
e 30 34 1
e 32 35 1
e 33 36 0
e 34 37 0
e 34 38 1
e 35 39 0
e 35 40 0
e 36 41 0
e 36 42 0
e 38 43 0
e 38 44 0
e 40 45 0
e 40 46 0
e 44 47 0
e 44 48 1
e 47 49 0
e 48 50 0
e 48 51 0
e 49 52 0
e 49 53 0
e 51 54 1
e 51 55 0
e 55 56 0
e 55 57 0
e 57 58 1
e 58 59 0
e 58 60 0
e 60 61 0
e 60 62 0
e 62 63 0
