t 32 34
v 0 1 1
v 1 1 2
v 2 1 3
v 3 1 2
v 4 1 2
v 5 1 3
v 6 1 2
v 7 2 2
v 8 1 3
v 9 1 1
v 10 3 2
v 11 3 2
v 12 1 3
v 13 1 3
v 14 1 2
v 15 2 1
v 16 1 3
v 17 1 2
v 18 1 3
v 19 1 3
v 20 1 3
v 21 3 1
v 22 1 3
v 23 6 4
v 24 1 2
v 25 6 4
v 26 2 1
v 27 2 1
v 28 2 1
v 29 2 1
v 30 2 1
v 31 2 1
e 0 1 0
e 1 2 0
e 2 3 0
e 2 4 1
e 3 5 0
e 4 6 0
e 5 7 0
e 5 8 0
e 6 8 1
e 7 9 0
e 8 10 1
e 10 11 0
e 11 12 0
e 12 13 0
e 12 14 0
e 13 15 0
e 13 16 0
e 14 17 0
e 16 18 1
e 16 19 2
e 17 18 0
e 18 20 0
e 19 21 0
e 19 22 0
e 20 23 0
e 20 24 0
e 22 24 0
e 22 25 0
e 23 26 0
e 23 27 0
e 23 28 0
e 25 29 0
e 25 30 0
e 25 31 1
