t 64 69
v 0 1 3
v 1 1 3
v 2 1 3
v 3 1 2
v 4 1 3
v 5 1 3
v 6 1 3
v 7 1 2
v 8 1 2
v 9 1 2
v 10 6 4
v 11 2 1
v 12 2 1
v 13 3 2
v 14 3 2
v 15 1 2
v 16 1 3
v 17 1 2
v 18 1 3
v 19 1 3
v 20 1 2
v 21 2 1
v 22 3 1
v 23 6 4
v 24 2 1
v 25 2 1
v 26 2 1
v 27 6 4
v 28 2 1
v 29 2 1
v 30 2 1
v 31 1 3
v 32 1 3
v 33 1 3
v 34 1 2
v 35 1 3
v 36 1 3
v 37 1 3
v 38 1 2
v 39 1 2
v 40 1 2
v 41 6 3
v 42 2 1
v 43 2 1
v 44 3 2
v 45 3 2
v 46 1 2
v 47 1 3
v 48 1 2
v 49 1 3
v 50 1 3
v 51 1 2
v 52 3 1
v 53 6 4
v 54 2 1
v 55 2 1
v 56 2 1
v 57 6 4
v 58 2 1
v 59 2 1
v 60 2 1
v 61 1 2
v 62 1 3
v 63 0 1
e 0 1 1
e 0 5 0
e 0 6 0
e 1 2 0
e 1 22 0
e 2 3 0
e 2 13 1
e 3 4 1
e 4 5 1
e 4 23 1
e 5 9 0
e 6 7 0
e 6 10 0
e 7 8 0
e 8 9 1
e 10 11 1
e 10 12 0
e 10 21 0
e 13 14 0
e 14 16 0
e 15 16 0
e 15 17 0
e 16 20 0
e 17 18 0
e 18 19 0
e 18 61 0
e 19 20 0
e 19 27 0
e 23 24 0
e 23 25 0
e 23 26 0
e 27 28 0
e 27 29 0
e 27 30 0
e 31 32 1
e 31 36 1
e 31 37 0
e 32 33 1
e 32 52 0
e 33 34 0
e 33 44 0
e 34 35 1
e 35 36 0
e 35 53 0
e 36 40 0
e 37 38 0
e 37 41 1
e 38 39 0
e 39 40 0
e 41 42 1
e 41 43 0
e 44 45 0
e 45 47 0
e 46 47 0
e 46 48 1
e 47 51 1
e 48 49 0
e 49 50 0
e 49 62 0
e 50 51 0
e 50 57 1
e 53 54 0
e 53 55 0
e 53 56 0
e 57 58 0
e 57 59 0
e 57 60 0
e 61 62 0
e 62 63 -1
