t 64 855
v 0 97 19
v 1 77 19
v 2 3 45
v 3 0 45
v 4 68 19
v 5 20 19
v 6 70 19
v 7 87 19
v 8 68 19
v 9 3 45
v 10 45 19
v 11 28 19
v 12 2 45
v 13 58 19
v 14 1 45
v 15 16 19
v 16 80 19
v 17 21 19
v 18 2 45
v 19 30 19
v 20 57 19
v 21 3 45
v 22 63 19
v 23 7 19
v 24 32 19
v 25 82 19
v 26 1 45
v 27 43 19
v 28 96 19
v 29 0 45
v 30 3 45
v 31 2 45
v 32 60 19
v 33 2 45
v 34 45 19
v 35 2 45
v 36 82 19
v 37 0 45
v 38 35 19
v 39 19 19
v 40 30 19
v 41 50 19
v 42 0 45
v 43 53 19
v 44 81 19
v 45 66 19
v 46 73 19
v 47 0 45
v 48 37 19
v 49 98 19
v 50 11 19
v 51 0 45
v 52 62 19
v 53 74 19
v 54 38 19
v 55 1 45
v 56 57 19
v 57 2 19
v 58 53 19
v 59 53 19
v 60 3 45
v 61 69 19
v 62 31 19
v 63 26 19
e 0 3 193
e 0 21 128
e 0 60 261
e 0 18 209
e 0 26 298
e 0 35 174
e 0 9 39
e 0 14 201
e 0 31 280
e 0 37 135
e 0 55 132
e 0 33 94
e 0 12 40
e 0 42 177
e 0 29 279
e 0 30 167
e 0 2 133
e 0 47 77
e 0 51 230
e 1 3 108
e 1 18 142
e 1 12 2
e 1 60 175
e 1 37 111
e 1 9 87
e 1 2 175
e 1 14 40
e 1 47 298
e 1 35 221
e 1 51 290
e 1 21 120
e 1 55 270
e 1 31 90
e 1 42 277
e 1 33 19
e 1 29 76
e 1 30 175
e 1 26 306
e 2 43 257
e 2 49 21
e 2 17 162
e 2 5 197
e 2 39 225
e 2 62 100
e 2 7 84
e 2 40 151
e 2 41 147
e 2 24 28
e 2 15 222
e 2 28 85
e 2 38 297
e 2 54 118
e 2 50 190
e 2 8 211
e 2 13 112
e 2 11 132
e 2 36 70
e 2 58 126
e 2 23 149
e 2 48 132
e 2 27 166
e 2 57 148
e 2 10 27
e 2 63 282
e 2 4 139
e 2 16 223
e 2 52 227
e 2 19 37
e 2 56 130
e 2 20 249
e 2 59 6
e 2 44 234
e 2 32 2
e 2 25 124
e 2 46 70
e 2 6 82
e 2 34 74
e 2 61 135
e 2 45 132
e 2 22 244
e 2 53 107
e 3 4 53
e 3 5 27
e 3 16 304
e 3 19 78
e 3 20 147
e 3 22 276
e 3 61 242
e 3 44 218
e 3 56 52
e 3 10 192
e 3 13 154
e 3 57 299
e 3 45 60
e 3 27 287
e 3 43 229
e 3 58 3
e 3 48 152
e 3 17 293
e 3 49 32
e 3 23 111
e 3 38 77
e 3 54 116
e 3 39 137
e 3 28 10
e 3 15 93
e 3 32 91
e 3 59 235
e 3 6 51
e 3 46 106
e 3 11 115
e 3 50 151
e 3 34 18
e 3 24 229
e 3 52 161
e 3 40 284
e 3 63 102
e 3 7 132
e 3 25 189
e 3 36 50
e 3 53 56
e 3 8 151
e 3 62 167
e 3 41 9
e 4 37 283
e 4 33 187
e 4 42 118
e 4 30 95
e 4 31 44
e 4 55 45
e 4 18 169
e 4 60 218
e 4 29 193
e 4 9 246
e 4 14 257
e 4 21 104
e 4 35 208
e 4 51 211
e 4 12 55
e 4 26 140
e 4 47 104
e 5 33 92
e 5 29 86
e 5 26 68
e 5 35 208
e 5 31 88
e 5 42 36
e 5 21 79
e 5 37 209
e 5 60 60
e 5 14 164
e 5 51 246
e 5 18 68
e 5 30 304
e 5 9 3
e 5 47 67
e 5 12 88
e 5 55 113
e 6 35 7
e 6 26 127
e 6 47 175
e 6 31 3
e 6 29 120
e 6 37 60
e 6 55 43
e 6 21 105
e 6 18 57
e 6 9 95
e 6 14 256
e 6 42 255
e 6 51 255
e 6 30 207
e 6 12 193
e 6 60 163
e 6 33 74
e 7 26 106
e 7 18 108
e 7 33 184
e 7 37 90
e 7 30 172
e 7 47 117
e 7 29 49
e 7 42 146
e 7 14 293
e 7 12 98
e 7 9 189
e 7 55 68
e 7 35 103
e 7 31 28
e 7 60 122
e 7 21 139
e 7 51 221
e 8 21 81
e 8 9 305
e 8 33 279
e 8 29 17
e 8 55 149
e 8 26 186
e 8 30 50
e 8 37 132
e 8 12 247
e 8 60 33
e 8 35 150
e 8 31 75
e 8 14 10
e 8 18 235
e 8 42 198
e 8 51 189
e 8 47 299
e 9 22 264
e 9 49 104
e 9 11 35
e 9 46 90
e 9 52 109
e 9 59 34
e 9 53 38
e 9 10 204
e 9 40 217
e 9 28 207
e 9 63 270
e 9 56 12
e 9 25 214
e 9 44 244
e 9 62 265
e 9 27 59
e 9 32 138
e 9 48 305
e 9 58 3
e 9 15 185
e 9 20 219
e 9 41 160
e 9 54 108
e 9 23 20
e 9 38 150
e 9 61 271
e 9 13 166
e 9 16 6
e 9 50 41
e 9 43 209
e 9 45 184
e 9 17 226
e 9 34 121
e 9 39 107
e 9 57 246
e 9 36 292
e 9 24 170
e 9 19 10
e 10 33 161
e 10 30 186
e 10 42 70
e 10 60 6
e 10 14 181
e 10 21 2
e 10 51 183
e 10 35 196
e 10 29 205
e 10 37 38
e 10 26 292
e 10 47 23
e 10 55 19
e 10 31 53
e 10 12 104
e 10 18 185
e 11 60 83
e 11 51 151
e 11 26 251
e 11 47 68
e 11 18 177
e 11 31 189
e 11 21 83
e 11 30 219
e 11 42 302
e 11 33 149
e 11 29 280
e 11 14 47
e 11 37 277
e 11 12 291
e 11 35 160
e 11 55 171
e 12 36 96
e 12 39 174
e 12 17 0
e 12 49 38
e 12 22 167
e 12 50 125
e 12 63 32
e 12 52 30
e 12 19 200
e 12 27 238
e 12 40 11
e 12 44 159
e 12 53 195
e 12 23 28
e 12 38 233
e 12 32 271
e 12 58 202
e 12 54 146
e 12 24 2
e 12 46 247
e 12 45 111
e 12 15 131
e 12 57 72
e 12 16 268
e 12 48 278
e 12 56 203
e 12 62 132
e 12 61 253
e 12 28 34
e 12 20 50
e 12 41 304
e 12 43 264
e 12 25 125
e 12 59 104
e 12 13 136
e 12 34 66
e 13 35 127
e 13 18 244
e 13 47 192
e 13 14 121
e 13 29 251
e 13 55 88
e 13 26 58
e 13 31 291
e 13 60 260
e 13 51 23
e 13 30 202
e 13 42 281
e 13 21 278
e 13 37 46
e 13 33 14
e 14 38 86
e 14 56 304
e 14 24 166
e 14 34 57
e 14 32 302
e 14 17 226
e 14 59 131
e 14 41 147
e 14 40 281
e 14 23 183
e 14 63 219
e 14 54 111
e 14 44 299
e 14 48 260
e 14 58 192
e 14 22 210
e 14 61 29
e 14 27 88
e 14 15 43
e 14 43 86
e 14 53 140
e 14 62 0
e 14 16 126
e 14 46 292
e 14 52 246
e 14 25 45
e 14 49 219
e 14 19 108
e 14 28 124
e 14 20 65
e 14 45 257
e 14 50 131
e 14 39 54
e 14 57 222
e 14 36 173
e 15 30 36
e 15 18 294
e 15 55 232
