t 24 95
v 0 0 5
v 1 3 5
v 2 2 5
v 3 2 5
v 4 0 5
v 5 47 19
v 6 3 5
v 7 1 5
v 8 46 19
v 9 3 5
v 10 68 19
v 11 97 19
v 12 2 5
v 13 2 5
v 14 0 5
v 15 2 5
v 16 0 5
v 17 0 5
v 18 2 5
v 19 2 5
v 20 0 5
v 21 73 19
v 22 2 5
v 23 1 5
e 0 5 17
e 0 21 108
e 0 10 82
e 0 8 289
e 0 11 282
e 1 10 112
e 1 5 26
e 1 21 288
e 1 11 49
e 1 8 209
e 2 10 176
e 2 21 191
e 2 5 61
e 2 11 192
e 2 8 250
e 3 11 19
e 3 5 62
e 3 21 247
e 3 10 63
e 3 8 226
e 4 21 183
e 4 8 284
e 4 10 254
e 4 11 198
e 4 5 98
e 5 12 240
e 5 18 291
e 5 9 127
e 5 15 124
e 5 17 138
e 5 22 122
e 5 6 259
e 5 23 103
e 5 20 223
e 5 19 158
e 5 7 121
e 5 14 146
e 5 13 66
e 5 16 259
e 6 8 201
e 6 11 8
e 6 21 278
e 6 10 83
e 7 11 58
e 7 8 252
e 7 21 116
e 7 10 250
e 8 12 233
e 8 23 249
e 8 15 254
e 8 19 199
e 8 20 18
e 8 18 79
e 8 16 4
e 8 22 231
e 8 9 17
e 8 13 140
e 8 14 239
e 8 17 277
e 9 21 192
e 9 10 78
e 9 11 111
e 10 12 125
e 10 14 262
e 10 22 95
e 10 18 3
e 10 23 15
e 10 13 23
e 10 20 221
e 10 16 213
e 10 15 68
e 10 17 177
e 10 19 22
e 11 12 46
e 11 20 10
e 11 22 207
e 11 13 107
e 11 14 5
e 11 19 263
e 11 16 111
e 11 18 237
e 11 15 143
e 11 23 283
e 11 17 122
e 12 21 190
e 13 21 4
e 14 21 168
e 15 21 226
e 16 21 242
e 17 21 223
e 18 21 69
e 19 21 83
e 20 21 149
e 21 22 69
e 21 23 12
