t 32 247
v 0 3 13
v 1 97 19
v 2 2 13
v 3 0 13
v 4 85 19
v 5 67 19
v 6 0 13
v 7 0 13
v 8 86 19
v 9 1 13
v 10 12 19
v 11 2 13
v 12 2 13
v 13 1 13
v 14 89 19
v 15 62 19
v 16 1 13
v 17 3 13
v 18 3 13
v 19 86 19
v 20 67 19
v 21 2 13
v 22 1 13
v 23 15 19
v 24 1 13
v 25 0 13
v 26 48 19
v 27 2 13
v 28 94 19
v 29 3 13
v 30 65 19
v 31 3 13
e 0 23 88
e 0 8 239
e 0 10 27
e 0 14 179
e 0 1 246
e 0 30 70
e 0 20 260
e 0 26 208
e 0 28 79
e 0 19 213
e 0 4 290
e 0 5 225
e 0 15 202
e 1 22 268
e 1 12 154
e 1 13 187
e 1 31 206
e 1 9 197
e 1 2 62
e 1 11 14
e 1 27 14
e 1 25 82
e 1 16 295
e 1 6 176
e 1 29 295
e 1 17 195
e 1 18 86
e 1 3 164
e 1 7 30
e 1 24 19
e 1 21 73
e 2 26 187
e 2 5 52
e 2 19 218
e 2 20 284
e 2 10 204
e 2 8 247
e 2 23 156
e 2 4 245
e 2 30 252
e 2 15 110
e 2 28 286
e 2 14 304
e 3 10 103
e 3 20 173
e 3 5 109
e 3 23 264
e 3 28 114
e 3 19 280
e 3 30 18
e 3 8 63
e 3 4 50
e 3 15 22
e 3 14 256
e 3 26 24
e 4 21 91
e 4 25 46
e 4 13 258
e 4 16 145
e 4 31 97
e 4 6 214
e 4 29 233
e 4 12 276
e 4 18 196
e 4 22 156
e 4 7 170
e 4 17 269
e 4 11 87
e 4 24 240
e 4 27 268
e 4 9 285
e 5 11 151
e 5 21 243
e 5 17 44
e 5 27 173
e 5 29 73
e 5 24 110
e 5 22 0
e 5 6 70
e 5 25 96
e 5 18 118
e 5 7 69
e 5 12 282
e 5 9 55
e 5 13 290
e 5 31 269
e 5 16 152
e 6 26 127
e 6 14 213
e 6 30 147
e 6 23 109
e 6 19 105
e 6 10 282
e 6 15 74
e 6 20 15
e 6 8 159
e 6 28 65
e 7 19 100
e 7 26 167
e 7 14 2
e 7 8 37
e 7 20 138
e 7 10 300
e 7 23 73
e 7 30 195
e 7 28 0
e 7 15 302
e 8 11 179
e 8 13 166
e 8 25 49
e 8 21 277
e 8 17 165
e 8 18 27
e 8 31 127
e 8 29 246
e 8 16 76
e 8 22 150
e 8 9 273
e 8 24 42
e 8 12 217
e 8 27 170
e 9 14 261
e 9 20 172
e 9 15 228
e 9 26 216
e 9 30 307
e 9 10 32
e 9 23 193
e 9 28 245
e 9 19 262
e 10 31 246
e 10 11 26
e 10 25 154
e 10 17 82
e 10 22 142
e 10 21 229
e 10 12 303
e 10 18 138
e 10 27 256
e 10 16 162
e 10 29 26
e 10 13 147
e 10 24 198
e 11 14 57
e 11 15 169
e 11 28 137
e 11 20 210
e 11 26 244
e 11 23 59
e 11 19 268
e 11 30 203
e 12 23 37
e 12 26 142
e 12 28 84
e 12 20 60
e 12 14 92
e 12 19 98
e 12 15 118
e 12 30 39
e 13 26 246
e 13 20 114
e 13 14 305
e 13 23 243
e 13 15 228
e 13 28 110
e 13 30 211
e 13 19 297
e 14 24 203
e 14 29 151
e 14 27 72
e 14 22 68
e 14 17 266
e 14 31 83
e 14 18 40
e 14 25 166
e 14 16 217
e 14 21 232
e 15 22 117
e 15 17 17
e 15 18 31
e 15 16 5
e 15 29 153
e 15 31 66
e 15 24 21
e 15 21 235
e 15 25 38
e 15 27 52
e 16 23 290
e 16 26 306
e 16 20 152
e 16 30 249
e 16 19 102
e 16 28 71
e 17 28 75
e 17 30 58
e 17 19 108
e 17 26 30
e 17 20 218
e 17 23 63
e 18 30 22
e 18 28 233
e 18 26 237
e 18 20 71
e 18 19 219
e 18 23 40
e 19 21 256
e 19 24 188
e 19 25 17
e 19 22 175
e 19 31 223
e 19 29 228
e 19 27 34
e 20 31 164
e 20 21 57
e 20 24 134
e 20 27 80
e 20 29 265
e 20 22 49
e 20 25 44
e 21 28 217
e 21 30 126
e 21 23 258
e 21 26 272
e 22 23 291
e 22 28 298
e 22 30 22
e 22 26 174
e 23 31 138
e 23 25 141
e 23 29 49
e 23 27 302
e 23 24 21
e 24 26 1
e 24 28 66
e 24 30 263
e 25 26 279
e 25 28 38
e 25 30 292
e 26 31 49
e 26 27 141
e 26 29 36
e 27 28 95
e 27 30 154
e 28 31 98
e 28 29 262
e 29 30 282
e 30 31 37
