t 24 95
v 0 17 19
v 1 30 19
v 2 3 5
v 3 3 5
v 4 3 5
v 5 3 5
v 6 3 5
v 7 1 5
v 8 0 5
v 9 2 5
v 10 3 5
v 11 2 5
v 12 1 5
v 13 60 19
v 14 3 5
v 15 1 5
v 16 52 19
v 17 3 5
v 18 69 19
v 19 3 5
v 20 0 5
v 21 3 5
v 22 2 5
v 23 0 5
e 0 20 110
e 0 10 37
e 0 14 142
e 0 7 119
e 0 5 187
e 0 19 145
e 0 11 288
e 0 22 1
e 0 15 81
e 0 6 139
e 0 9 121
e 0 17 50
e 0 8 83
e 0 2 22
e 0 3 111
e 0 23 4
e 0 4 147
e 0 12 192
e 0 21 33
e 1 20 115
e 1 5 89
e 1 2 180
e 1 7 107
e 1 3 194
e 1 15 191
e 1 19 132
e 1 14 41
e 1 12 101
e 1 17 110
e 1 11 50
e 1 4 172
e 1 10 301
e 1 9 302
e 1 8 136
e 1 6 297
e 1 23 302
e 1 22 186
e 1 21 42
e 2 16 98
e 2 18 98
e 2 13 115
e 3 13 166
e 3 18 9
e 3 16 143
e 4 18 277
e 4 16 54
e 4 13 300
e 5 16 197
e 5 13 270
e 5 18 5
e 6 16 248
e 6 18 218
e 6 13 174
e 7 13 271
e 7 16 201
e 7 18 299
e 8 13 61
e 8 16 99
e 8 18 33
e 9 18 221
e 9 13 170
e 9 16 298
e 10 18 233
e 10 13 107
e 10 16 155
e 11 13 23
e 11 18 188
e 11 16 98
e 12 13 298
e 12 18 218
e 12 16 262
e 13 20 20
e 13 22 64
e 13 21 44
e 13 23 154
e 13 14 109
e 13 19 50
e 13 15 65
e 13 17 178
e 14 18 128
e 14 16 239
e 15 16 219
e 15 18 56
e 16 20 236
e 16 19 108
e 16 17 62
e 16 23 35
e 16 21 255
e 16 22 90
e 17 18 154
e 18 20 2
e 18 19 139
e 18 23 283
e 18 21 118
e 18 22 78
