t 64 855
v 0 50 19
v 1 69 19
v 2 88 19
v 3 0 45
v 4 63 19
v 5 27 19
v 6 5 19
v 7 3 45
v 8 77 19
v 9 40 19
v 10 10 19
v 11 2 45
v 12 66 19
v 13 57 19
v 14 34 19
v 15 82 19
v 16 93 19
v 17 2 45
v 18 35 19
v 19 71 19
v 20 60 19
v 21 41 19
v 22 0 45
v 23 2 19
v 24 75 19
v 25 3 45
v 26 75 19
v 27 79 19
v 28 1 45
v 29 46 19
v 30 3 45
v 31 72 19
v 32 92 19
v 33 1 45
v 34 57 19
v 35 85 19
v 36 2 45
v 37 8 19
v 38 2 45
v 39 30 19
v 40 40 19
v 41 42 19
v 42 0 45
v 43 82 19
v 44 27 19
v 45 54 19
v 46 56 19
v 47 51 19
v 48 2 45
v 49 0 45
v 50 34 19
v 51 4 19
v 52 89 19
v 53 0 45
v 54 35 19
v 55 2 45
v 56 2 45
v 57 65 19
v 58 0 45
v 59 12 19
v 60 54 19
v 61 9 19
v 62 2 45
v 63 3 19
e 0 22 74
e 0 55 203
e 0 53 210
e 0 36 139
e 0 30 216
e 0 58 276
e 0 7 240
e 0 11 65
e 0 33 283
e 0 38 271
e 0 56 289
e 0 42 181
e 0 25 250
e 0 3 246
e 0 62 6
e 0 28 2
e 0 49 227
e 0 17 31
e 0 48 35
e 1 22 307
e 1 62 262
e 1 7 213
e 1 53 200
e 1 30 91
e 1 11 55
e 1 33 165
e 1 58 222
e 1 17 290
e 1 3 278
e 1 55 10
e 1 36 93
e 1 25 252
e 1 28 64
e 1 56 218
e 1 42 13
e 1 38 234
e 1 48 89
e 1 49 210
e 2 22 72
e 2 28 9
e 2 58 107
e 2 49 252
e 2 48 231
e 2 30 200
e 2 62 200
e 2 56 204
e 2 3 154
e 2 42 242
e 2 36 174
e 2 11 167
e 2 17 133
e 2 38 288
e 2 33 58
e 2 53 111
e 2 7 133
e 2 55 268
e 2 25 116
e 3 41 256
e 3 51 93
e 3 9 96
e 3 52 306
e 3 26 60
e 3 24 129
e 3 57 168
e 3 15 298
e 3 27 137
e 3 34 307
e 3 59 231
e 3 19 61
e 3 13 165
e 3 40 17
e 3 4 35
e 3 12 179
e 3 61 3
e 3 20 152
e 3 60 258
e 3 8 251
e 3 44 213
e 3 6 265
e 3 5 1
e 3 54 213
e 3 32 236
e 3 10 257
e 3 47 83
e 3 29 153
e 3 50 215
e 3 43 173
e 3 63 246
e 3 46 182
e 3 14 47
e 3 23 28
e 3 18 182
e 3 45 269
e 3 39 32
e 3 21 195
e 3 31 39
e 3 16 228
e 3 37 182
e 3 35 265
e 4 22 294
e 4 56 306
e 4 11 31
e 4 28 41
e 4 58 197
e 4 38 229
e 4 48 101
e 4 55 42
e 4 53 92
e 4 25 259
e 4 49 178
e 4 7 206
e 4 33 108
e 4 36 108
e 4 30 118
e 4 62 151
e 4 17 198
e 4 42 194
e 5 22 272
e 5 42 191
e 5 53 192
e 5 56 57
e 5 7 269
e 5 55 228
e 5 25 256
e 5 11 202
e 5 17 138
e 5 30 108
e 5 58 291
e 5 62 230
e 5 36 73
e 5 48 177
e 5 38 99
e 5 33 90
e 5 28 41
e 5 49 119
e 6 22 248
e 6 55 11
e 6 53 179
e 6 42 129
e 6 30 93
e 6 11 222
e 6 25 203
e 6 62 95
e 6 28 82
e 6 49 103
e 6 38 84
e 6 58 97
e 6 56 183
e 6 17 123
e 6 48 147
e 6 7 95
e 6 36 17
e 6 33 84
e 7 29 117
e 7 12 243
e 7 9 291
e 7 8 201
e 7 16 203
e 7 54 249
e 7 43 111
e 7 13 132
e 7 26 277
e 7 14 202
e 7 45 196
e 7 39 209
e 7 63 121
e 7 20 10
e 7 52 16
e 7 37 206
e 7 19 182
e 7 60 66
e 7 40 11
e 7 61 279
e 7 57 77
e 7 27 274
e 7 24 88
e 7 47 130
e 7 41 36
e 7 51 149
e 7 23 248
e 7 32 273
e 7 31 278
e 7 15 139
e 7 50 18
e 7 59 140
e 7 44 131
e 7 46 167
e 7 21 31
e 7 18 116
e 7 34 288
e 7 10 217
e 7 35 12
e 8 22 128
e 8 28 218
e 8 25 211
e 8 11 36
e 8 49 50
e 8 53 209
e 8 48 261
e 8 30 166
e 8 62 155
e 8 17 187
e 8 42 52
e 8 55 201
e 8 33 47
e 8 38 144
e 8 58 121
e 8 36 201
e 8 56 226
e 9 22 32
e 9 58 82
e 9 49 113
e 9 62 69
e 9 38 157
e 9 11 55
e 9 25 192
e 9 42 197
e 9 36 124
e 9 30 257
e 9 28 252
e 9 48 29
e 9 56 252
e 9 55 230
e 9 33 139
e 9 17 6
e 9 53 116
e 10 22 267
e 10 25 284
e 10 28 69
e 10 17 62
e 10 38 110
e 10 55 253
e 10 62 88
e 10 33 128
e 10 30 77
e 10 49 160
e 10 56 227
e 10 36 223
e 10 58 295
e 10 11 208
e 10 53 33
e 10 42 65
e 10 48 200
e 11 26 101
e 11 18 204
e 11 47 79
e 11 19 87
e 11 39 10
e 11 41 114
e 11 45 209
e 11 14 70
e 11 21 300
e 11 54 157
e 11 24 60
e 11 51 69
e 11 12 165
e 11 16 60
e 11 52 128
e 11 27 96
e 11 23 42
e 11 40 276
e 11 34 46
e 11 20 305
e 11 63 253
e 11 46 105
e 11 44 281
e 11 37 145
e 11 61 16
e 11 59 240
e 11 29 289
e 11 32 244
e 11 13 271
e 11 57 189
e 11 43 287
e 11 31 74
e 11 15 243
e 11 35 70
e 11 60 226
e 11 50 212
e 12 22 281
e 12 49 16
e 12 53 268
e 12 30 304
e 12 42 224
e 12 17 68
e 12 62 96
e 12 25 25
e 12 28 65
e 12 33 149
e 12 56 42
e 12 36 85
e 12 58 110
e 12 55 90
e 12 38 257
e 12 48 268
e 13 22 67
e 13 49 305
e 13 33 126
e 13 28 202
e 13 62 6
e 13 48 280
e 13 17 9
e 13 42 307
e 13 55 195
e 13 58 164
e 13 30 261
e 13 38 246
e 13 56 152
e 13 53 224
e 13 36 298
e 13 25 102
e 14 22 122
e 14 42 182
e 14 53 304
e 14 56 107
e 14 30 288
e 14 48 123
e 14 17 282
e 14 25 244
e 14 33 213
e 14 49 268
e 14 36 112
e 14 58 168
e 14 62 241
e 14 38 268
e 14 28 210
e 14 55 272
e 15 22 255
e 15 48 304
e 15 49 17
e 15 55 254
e 15 58 249
e 15 36 144
e 15 28 276
e 15 17 140
e 15 25 145
e 15 56 80
e 15 42 172
e 15 30 35
e 15 33 6
e 15 62 179
e 15 38 144
e 15 53 231
e 16 22 261
e 16 56 42
e 16 25 16
e 16 17 299
e 16 28 65
e 16 58 208
e 16 42 29
e 16 49 217
e 16 55 134
e 16 36 22
e 16 30 57
e 16 62 267
e 16 38 79
e 16 53 176
e 16 33 274
e 16 48 116
