t 32 247
v 0 53 19
v 1 40 19
v 2 68 19
v 3 3 13
v 4 0 13
v 5 3 13
v 6 23 19
v 7 2 13
v 8 1 13
v 9 2 13
v 10 3 13
v 11 77 19
v 12 1 13
v 13 0 13
v 14 2 13
v 15 20 19
v 16 2 13
v 17 2 13
v 18 5 19
v 19 0 13
v 20 0 13
v 21 16 19
v 22 0 13
v 23 0 13
v 24 1 13
v 25 50 19
v 26 12 19
v 27 3 13
v 28 5 19
v 29 16 19
v 30 52 19
v 31 3 13
e 0 7 271
e 0 8 221
e 0 19 274
e 0 17 241
e 0 23 38
e 0 22 284
e 0 3 249
e 0 27 25
e 0 16 142
e 0 10 208
e 0 5 45
e 0 4 241
e 0 14 189
e 0 24 183
e 0 20 295
e 0 9 60
e 0 12 305
e 0 31 34
e 0 13 83
e 1 7 145
e 1 13 266
e 1 5 120
e 1 23 86
e 1 17 182
e 1 10 127
e 1 22 69
e 1 20 177
e 1 27 8
e 1 16 277
e 1 31 177
e 1 9 31
e 1 19 299
e 1 4 230
e 1 3 131
e 1 24 211
e 1 12 238
e 1 14 188
e 1 8 224
e 2 7 28
e 2 17 138
e 2 9 265
e 2 14 3
e 2 23 238
e 2 13 17
e 2 27 276
e 2 10 144
e 2 31 240
e 2 19 125
e 2 5 193
e 2 8 60
e 2 24 170
e 2 4 140
e 2 12 87
e 2 16 33
e 2 3 64
e 2 22 81
e 2 20 146
e 3 6 115
e 3 18 266
e 3 11 231
e 3 29 16
e 3 25 234
e 3 26 172
e 3 30 194
e 3 28 25
e 3 21 72
e 3 15 32
e 4 26 41
e 4 18 213
e 4 6 247
e 4 30 33
e 4 25 213
e 4 11 113
e 4 21 269
e 4 15 80
e 4 29 157
e 4 28 112
e 5 29 50
e 5 30 294
e 5 18 2
e 5 21 272
e 5 28 55
e 5 26 106
e 5 11 41
e 5 25 247
e 5 6 165
e 5 15 144
e 6 7 252
e 6 10 149
e 6 17 36
e 6 19 207
e 6 13 25
e 6 8 256
e 6 20 75
e 6 14 186
e 6 16 202
e 6 12 247
e 6 31 137
e 6 24 38
e 6 23 138
e 6 27 274
e 6 9 289
e 6 22 267
e 7 30 103
e 7 25 3
e 7 15 102
e 7 11 220
e 7 28 195
e 7 26 145
e 7 21 83
e 7 29 179
e 7 18 101
e 8 26 105
e 8 28 120
e 8 21 251
e 8 30 234
e 8 18 241
e 8 29 93
e 8 15 33
e 8 25 142
e 8 11 289
e 9 25 193
e 9 18 115
e 9 28 184
e 9 26 151
e 9 11 271
e 9 21 277
e 9 29 103
e 9 30 42
e 9 15 164
e 10 26 21
e 10 30 176
e 10 29 282
e 10 25 215
e 10 28 167
e 10 18 70
e 10 11 139
e 10 15 165
e 10 21 169
e 11 22 137
e 11 17 22
e 11 27 227
e 11 14 25
e 11 20 307
e 11 31 246
e 11 12 99
e 11 13 222
e 11 16 79
e 11 24 278
e 11 19 166
e 11 23 170
e 12 21 153
e 12 29 192
e 12 25 70
e 12 26 182
e 12 30 183
e 12 18 90
e 12 15 223
e 12 28 11
e 13 15 19
e 13 28 73
e 13 21 155
e 13 26 100
e 13 30 17
e 13 29 220
e 13 25 0
e 13 18 67
e 14 18 196
e 14 21 180
e 14 28 230
e 14 25 189
e 14 26 176
e 14 30 220
e 14 15 305
e 14 29 110
e 15 22 237
e 15 19 239
e 15 27 246
e 15 24 27
e 15 23 198
e 15 20 298
e 15 31 117
e 15 17 78
e 15 16 209
e 16 18 119
e 16 30 85
e 16 29 203
e 16 21 123
e 16 25 54
e 16 26 278
e 16 28 187
e 17 29 289
e 17 25 274
e 17 30 40
e 17 18 19
e 17 28 301
e 17 26 143
e 17 21 119
e 18 27 160
e 18 22 293
e 18 23 202
e 18 31 177
e 18 24 299
e 18 20 51
e 18 19 35
e 19 21 294
e 19 30 134
e 19 29 278
e 19 25 299
e 19 28 113
e 19 26 270
e 20 28 111
e 20 30 197
e 20 29 102
e 20 26 28
e 20 25 94
e 20 21 300
e 21 23 233
e 21 31 284
e 21 22 147
e 21 27 218
e 21 24 50
e 22 30 125
e 22 28 123
e 22 29 301
e 22 26 226
e 22 25 196
e 23 29 179
e 23 25 26
e 23 26 204
e 23 28 162
e 23 30 241
e 24 25 155
e 24 29 293
e 24 28 177
e 24 30 136
e 24 26 216
e 25 31 87
e 25 27 182
e 26 31 136
e 26 27 35
e 27 30 291
e 27 29 34
e 27 28 186
e 28 31 80
e 29 31 139
e 30 31 89
