t 64 855
v 0 0 45
v 1 77 19
v 2 40 19
v 3 2 19
v 4 55 19
v 5 2 45
v 6 81 19
v 7 88 19
v 8 44 19
v 9 89 19
v 10 3 45
v 11 1 45
v 12 78 19
v 13 62 19
v 14 2 45
v 15 1 45
v 16 27 19
v 17 66 19
v 18 88 19
v 19 43 19
v 20 1 45
v 21 2 45
v 22 33 19
v 23 51 19
v 24 78 19
v 25 3 45
v 26 2 45
v 27 40 19
v 28 3 45
v 29 72 19
v 30 1 45
v 31 38 19
v 32 76 19
v 33 71 19
v 34 5 19
v 35 8 19
v 36 3 45
v 37 92 19
v 38 31 19
v 39 37 19
v 40 51 19
v 41 2 45
v 42 63 19
v 43 9 19
v 44 56 19
v 45 1 45
v 46 70 19
v 47 47 19
v 48 3 45
v 49 44 19
v 50 11 19
v 51 21 19
v 52 38 19
v 53 3 45
v 54 59 19
v 55 3 45
v 56 32 19
v 57 37 19
v 58 99 19
v 59 3 45
v 60 12 19
v 61 92 19
v 62 22 19
v 63 65 19
e 0 23 13
e 0 62 302
e 0 1 233
e 0 61 271
e 0 22 117
e 0 24 280
e 0 13 78
e 0 34 26
e 0 2 222
e 0 8 189
e 0 33 275
e 0 56 166
e 0 4 266
e 0 19 193
e 0 60 130
e 0 37 263
e 0 52 162
e 0 44 140
e 0 27 81
e 0 7 74
e 0 6 122
e 0 51 260
e 0 38 231
e 0 54 229
e 0 17 266
e 0 3 262
e 0 39 253
e 0 43 283
e 0 31 85
e 0 40 249
e 0 42 215
e 0 50 220
e 0 9 1
e 0 12 144
e 0 63 161
e 0 16 104
e 0 29 46
e 0 35 107
e 0 57 124
e 0 18 91
e 0 32 127
e 0 47 66
e 0 46 248
e 0 58 198
e 0 49 133
e 1 48 139
e 1 25 193
e 1 20 50
e 1 28 146
e 1 59 17
e 1 55 273
e 1 41 86
e 1 30 167
e 1 21 48
e 1 11 76
e 1 10 239
e 1 5 137
e 1 45 232
e 1 26 281
e 1 14 120
e 1 36 30
e 1 15 130
e 1 53 172
e 2 48 296
e 2 53 57
e 2 21 193
e 2 30 90
e 2 10 15
e 2 55 147
e 2 14 225
e 2 15 168
e 2 20 280
e 2 25 137
e 2 41 110
e 2 45 24
e 2 36 7
e 2 59 116
e 2 11 243
e 2 5 290
e 2 28 124
e 2 26 104
e 3 48 255
e 3 20 47
e 3 36 133
e 3 10 245
e 3 25 232
e 3 11 283
e 3 59 261
e 3 28 234
e 3 14 10
e 3 55 6
e 3 26 41
e 3 41 83
e 3 53 261
e 3 15 128
e 3 45 93
e 3 21 204
e 3 30 299
e 3 5 242
e 4 48 297
e 4 28 290
e 4 26 268
e 4 11 116
e 4 10 106
e 4 20 185
e 4 55 1
e 4 15 264
e 4 53 255
e 4 45 275
e 4 59 213
e 4 41 129
e 4 21 118
e 4 36 255
e 4 5 1
e 4 25 136
e 4 14 263
e 4 30 287
e 5 19 286
e 5 12 188
e 5 37 279
e 5 35 185
e 5 60 104
e 5 58 204
e 5 52 11
e 5 50 102
e 5 23 116
e 5 39 79
e 5 13 45
e 5 32 59
e 5 49 120
e 5 8 254
e 5 40 54
e 5 63 225
e 5 47 70
e 5 33 290
e 5 38 210
e 5 29 118
e 5 56 193
e 5 17 31
e 5 42 59
e 5 22 185
e 5 31 24
e 5 44 125
e 5 24 275
e 5 43 245
e 5 16 1
e 5 6 5
e 5 61 138
e 5 51 153
e 5 27 64
e 5 18 265
e 5 9 1
e 5 7 256
e 5 62 264
e 5 54 34
e 5 46 210
e 5 34 142
e 5 57 210
e 6 48 72
e 6 45 291
e 6 36 73
e 6 59 71
e 6 55 282
e 6 30 155
e 6 14 213
e 6 25 192
e 6 21 4
e 6 53 227
e 6 15 182
e 6 41 221
e 6 26 121
e 6 11 47
e 6 10 226
e 6 20 166
e 6 28 124
e 7 48 130
e 7 55 289
e 7 14 1
e 7 11 70
e 7 25 114
e 7 28 284
e 7 36 224
e 7 59 281
e 7 15 179
e 7 20 27
e 7 21 5
e 7 26 140
e 7 10 165
e 7 41 247
e 7 53 170
e 7 30 218
e 7 45 64
e 8 48 286
e 8 11 31
e 8 45 24
e 8 21 142
e 8 53 101
e 8 28 132
e 8 15 284
e 8 14 169
e 8 20 254
e 8 59 152
e 8 26 195
e 8 10 247
e 8 36 197
e 8 30 84
e 8 55 238
e 8 41 111
e 8 25 111
e 9 48 22
e 9 53 260
e 9 55 108
e 9 21 4
e 9 59 72
e 9 20 118
e 9 15 14
e 9 11 41
e 9 45 194
e 9 26 169
e 9 36 144
e 9 10 63
e 9 41 16
e 9 25 247
e 9 30 50
e 9 28 302
e 9 14 263
e 10 32 249
e 10 51 61
e 10 24 150
e 10 35 32
e 10 19 163
e 10 12 231
e 10 47 297
e 10 23 269
e 10 50 262
e 10 31 34
e 10 62 145
e 10 46 250
e 10 58 91
e 10 43 2
e 10 27 224
e 10 44 172
e 10 39 227
e 10 63 153
e 10 40 126
e 10 60 196
e 10 38 189
e 10 17 200
e 10 13 174
e 10 18 52
e 10 16 300
e 10 52 144
e 10 29 155
e 10 61 105
e 10 42 50
e 10 37 219
e 10 22 35
e 10 49 9
e 10 57 307
e 10 56 303
e 10 54 93
e 10 33 159
e 10 34 207
e 11 56 110
e 11 43 155
e 11 50 277
e 11 13 10
e 11 34 101
e 11 37 226
e 11 57 76
e 11 52 260
e 11 49 107
e 11 17 264
e 11 39 33
e 11 12 107
e 11 61 97
e 11 38 103
e 11 19 82
e 11 42 126
e 11 44 128
e 11 40 130
e 11 23 167
e 11 51 289
e 11 27 19
e 11 46 166
e 11 18 33
e 11 22 281
e 11 32 36
e 11 33 58
e 11 63 62
e 11 24 28
e 11 62 49
e 11 35 27
e 11 29 183
e 11 31 172
e 11 54 140
e 11 47 285
e 11 16 248
e 11 58 280
e 11 60 57
e 12 48 191
e 12 25 79
e 12 21 235
e 12 36 146
e 12 26 136
e 12 55 238
e 12 20 79
e 12 41 70
e 12 15 197
e 12 53 71
e 12 14 79
e 12 28 220
e 12 45 106
e 12 59 9
e 12 30 60
e 13 48 293
e 13 20 167
e 13 36 155
e 13 21 135
e 13 25 231
e 13 28 246
e 13 59 121
e 13 45 168
e 13 14 51
e 13 53 154
e 13 26 260
e 13 15 116
e 13 55 236
e 13 41 281
e 13 30 203
e 14 32 106
e 14 29 188
e 14 46 139
e 14 50 133
e 14 33 305
e 14 18 28
e 14 49 274
e 14 19 241
e 14 24 73
e 14 34 112
e 14 58 13
e 14 39 140
e 14 57 199
e 14 56 248
e 14 17 230
e 14 54 146
e 14 22 180
e 14 44 27
e 14 35 217
e 14 63 53
e 14 38 87
e 14 40 188
e 14 62 280
e 14 47 205
e 14 37 276
e 14 16 266
e 14 43 159
e 14 61 274
e 14 27 253
e 14 23 74
e 14 31 269
e 14 52 158
e 14 51 28
e 14 60 302
e 14 42 204
e 15 61 18
e 15 37 4
e 15 18 104
e 15 19 185
e 15 38 169
e 15 42 265
e 15 23 27
e 15 35 58
e 15 34 296
e 15 58 193
e 15 46 128
e 15 32 97
e 15 44 29
e 15 56 149
e 15 49 146
e 15 33 122
e 15 24 66
e 15 57 26
e 15 22 81
e 15 63 55
e 15 16 206
e 15 47 10
e 15 54 191
e 15 40 73
e 15 39 125
e 15 17 153
e 15 62 32
e 15 52 23
e 15 51 265
e 15 29 259
e 15 27 212
e 15 50 52
e 15 60 75
e 15 31 107
e 15 43 277
e 16 48 301
e 16 59 264
e 16 28 192
e 16 25 195
e 16 21 173
e 16 20 138
e 16 30 110
e 16 41 242
e 16 26 0
e 16 55 282
e 16 45 203
e 16 53 231
e 16 36 75
e 17 48 24
e 17 28 48
e 17 36 265
e 17 26 206
e 17 45 257
e 17 41 232
e 17 25 15
e 17 30 60
e 17 53 51
e 17 21 199
e 17 59 180
e 17 55 154
e 17 20 215
e 18 48 20
e 18 36 267
e 18 59 179
e 18 45 191
e 18 41 239
e 18 26 277
e 18 30 177
e 18 28 219
e 18 53 63
e 18 55 114
e 18 20 106
e 18 21 300
e 18 25 197
e 19 48 180
e 19 45 194
e 19 53 166
e 19 25 73
e 19 41 229
e 19 21 95
e 19 26 209
e 19 30 113
e 19 55 33
e 19 36 296
e 19 59 79
e 19 20 83
e 19 28 179
e 20 35 86
e 20 63 286
e 20 29 286
e 20 62 34
e 20 46 246
e 20 24 77
e 20 54 150
e 20 31 75
e 20 44 307
e 20 34 260
e 20 22 138
e 20 52 213
e 20 42 218
e 20 43 138
e 20 58 18
e 20 56 42
e 20 51 205
e 20 49 42
e 20 33 60
e 20 38 196
e 20 57 51
e 20 50 116
e 20 47 86
e 20 40 212
e 20 32 289
e 20 60 88
e 20 37 209
e 20 61 233
e 20 27 73
e 20 23 58
e 20 39 234
e 21 42 124
e 21 62 92
e 21 63 233
e 21 61 278
e 21 23 49
e 21 34 173
e 21 38 229
e 21 32 192
e 21 31 79
e 21 51 125
e 21 24 288
e 21 58 107
e 21 43 4
e 21 56 25
e 21 50 206
e 21 57 162
e 21 40 201
e 21 46 167
e 21 27 305
e 21 60 10
e 21 29 281
e 21 52 267
e 21 44 192
e 21 49 172
e 21 33 81
e 21 35 74
e 21 22 124
e 21 39 167
e 21 54 167
e 21 47 191
e 21 37 286
e 22 48 122
e 22 36 262
e 22 28 5
e 22 55 179
e 22 45 227
e 22 53 223
e 22 59 304
e 22 25 198
e 22 30 154
e 22 26 298
e 22 41 16
e 23 48 191
e 23 45 41
e 23 26 101
e 23 36 0
