t 64 855
v 0 17 19
v 1 2 45
v 2 0 19
v 3 7 19
v 4 1 45
v 5 88 19
v 6 0 45
v 7 98 19
v 8 60 19
v 9 17 19
v 10 26 19
v 11 81 19
v 12 3 19
v 13 3 45
v 14 89 19
v 15 9 19
v 16 3 45
v 17 76 19
v 18 0 45
v 19 1 45
v 20 77 19
v 21 88 19
v 22 18 19
v 23 75 19
v 24 3 45
v 25 70 19
v 26 16 19
v 27 58 19
v 28 57 19
v 29 2 45
v 30 2 45
v 31 74 19
v 32 16 19
v 33 91 19
v 34 21 19
v 35 1 45
v 36 39 19
v 37 63 19
v 38 3 45
v 39 83 19
v 40 0 45
v 41 64 19
v 42 99 19
v 43 69 19
v 44 0 45
v 45 65 19
v 46 63 19
v 47 1 45
v 48 1 45
v 49 60 19
v 50 95 19
v 51 17 19
v 52 3 19
v 53 3 45
v 54 76 19
v 55 24 19
v 56 93 19
v 57 3 45
v 58 55 19
v 59 6 19
v 60 0 45
v 61 24 19
v 62 29 19
v 63 25 19
e 0 4 31
e 0 24 73
e 0 35 113
e 0 29 96
e 0 13 234
e 0 30 272
e 0 16 257
e 0 53 161
e 0 1 127
e 0 60 176
e 0 44 101
e 0 48 235
e 0 38 134
e 0 40 31
e 0 47 50
e 0 18 73
e 0 6 172
e 0 57 242
e 0 19 15
e 1 27 153
e 1 61 270
e 1 25 74
e 1 36 96
e 1 33 278
e 1 58 132
e 1 28 26
e 1 14 159
e 1 5 93
e 1 21 276
e 1 8 299
e 1 45 94
e 1 56 175
e 1 59 113
e 1 31 121
e 1 3 295
e 1 42 8
e 1 9 74
e 1 39 286
e 1 22 196
e 1 11 78
e 1 54 126
e 1 41 196
e 1 10 185
e 1 43 28
e 1 51 50
e 1 15 190
e 1 62 170
e 1 55 110
e 1 17 290
e 1 52 128
e 1 26 267
e 1 20 242
e 1 49 201
e 1 50 209
e 1 7 178
e 1 12 172
e 1 34 144
e 1 46 277
e 1 63 261
e 1 37 28
e 1 23 38
e 1 2 20
e 1 32 211
e 2 4 221
e 2 38 161
e 2 18 60
e 2 13 175
e 2 16 239
e 2 24 80
e 2 35 234
e 2 19 301
e 2 30 243
e 2 60 131
e 2 53 267
e 2 57 122
e 2 29 178
e 2 40 129
e 2 48 146
e 2 47 229
e 2 6 1
e 2 44 234
e 3 4 164
e 3 30 152
e 3 53 126
e 3 18 29
e 3 6 246
e 3 60 8
e 3 38 149
e 3 13 285
e 3 48 190
e 3 57 185
e 3 44 91
e 3 24 207
e 3 35 28
e 3 29 192
e 3 16 203
e 3 19 28
e 3 47 80
e 3 40 75
e 4 20 164
e 4 46 139
e 4 7 152
e 4 21 116
e 4 25 259
e 4 39 280
e 4 54 175
e 4 26 47
e 4 15 192
e 4 32 11
e 4 62 167
e 4 33 122
e 4 36 300
e 4 58 207
e 4 22 6
e 4 41 270
e 4 59 288
e 4 14 226
e 4 49 248
e 4 27 151
e 4 51 78
e 4 31 203
e 4 11 247
e 4 5 241
e 4 8 8
e 4 34 44
e 4 42 134
e 4 61 72
e 4 23 153
e 4 55 267
e 4 10 198
e 4 28 163
e 4 56 103
e 4 43 186
e 4 45 19
e 4 52 292
e 4 63 87
e 4 37 74
e 4 50 0
e 4 12 109
e 4 9 223
e 4 17 101
e 5 38 278
e 5 13 221
e 5 35 190
e 5 18 194
e 5 53 212
e 5 40 208
e 5 6 293
e 5 60 38
e 5 16 184
e 5 29 213
e 5 30 162
e 5 24 90
e 5 48 86
e 5 19 228
e 5 44 224
e 5 57 224
e 5 47 3
e 6 8 25
e 6 23 87
e 6 31 201
e 6 20 159
e 6 61 158
e 6 25 96
e 6 21 251
e 6 52 90
e 6 41 140
e 6 51 267
e 6 42 161
e 6 56 105
e 6 37 262
e 6 17 110
e 6 11 195
e 6 14 39
e 6 63 237
e 6 49 294
e 6 46 275
e 6 43 137
e 6 33 84
e 6 15 102
e 6 45 78
e 6 55 137
e 6 28 265
e 6 10 292
e 6 32 19
e 6 7 39
e 6 9 70
e 6 54 10
e 6 26 1
e 6 58 194
e 6 36 254
e 6 22 267
e 6 12 213
e 6 59 307
e 6 39 283
e 6 62 112
e 6 27 139
e 6 34 75
e 6 50 12
e 7 29 254
e 7 18 219
e 7 60 242
e 7 35 244
e 7 38 80
e 7 47 159
e 7 30 85
e 7 13 179
e 7 44 265
e 7 24 80
e 7 57 72
e 7 40 242
e 7 53 162
e 7 48 194
e 7 16 194
e 7 19 263
e 8 30 191
e 8 60 162
e 8 18 234
e 8 13 53
e 8 29 118
e 8 19 301
e 8 16 198
e 8 24 191
e 8 35 102
e 8 44 128
e 8 40 301
e 8 48 83
e 8 38 248
e 8 57 175
e 8 47 14
e 8 53 162
e 9 57 84
e 9 19 215
e 9 47 172
e 9 60 113
e 9 18 113
e 9 38 60
e 9 24 72
e 9 16 124
e 9 13 156
e 9 29 48
e 9 44 129
e 9 40 221
e 9 48 167
e 9 35 182
e 9 53 178
e 9 30 115
e 10 16 235
e 10 13 177
e 10 53 65
e 10 60 141
e 10 35 145
e 10 57 278
e 10 40 51
e 10 38 152
e 10 44 119
e 10 24 104
e 10 18 53
e 10 30 23
e 10 47 3
e 10 48 130
e 10 29 255
e 10 19 26
e 11 38 22
e 11 30 95
e 11 60 237
e 11 29 0
e 11 18 196
e 11 44 297
e 11 13 257
e 11 40 45
e 11 35 89
e 11 24 36
e 11 16 154
e 11 53 186
e 11 19 99
e 11 57 97
e 11 47 295
e 11 48 20
e 12 40 300
e 12 18 101
e 12 24 133
e 12 47 299
e 12 19 214
e 12 16 124
e 12 13 276
e 12 53 235
e 12 30 111
e 12 48 18
e 12 35 105
e 12 44 202
e 12 29 227
e 12 60 186
e 12 57 295
e 12 38 10
e 13 31 175
e 13 54 10
e 13 28 240
e 13 45 104
e 13 37 176
e 13 58 224
e 13 62 223
e 13 39 120
e 13 51 53
e 13 14 71
e 13 61 146
e 13 43 242
e 13 56 278
e 13 17 8
e 13 59 267
e 13 49 269
e 13 25 273
e 13 33 297
e 13 34 225
e 13 27 283
e 13 50 218
e 13 42 7
e 13 23 59
e 13 36 236
e 13 46 239
e 13 41 250
e 13 15 266
e 13 55 146
e 13 63 3
e 13 32 167
e 13 21 226
e 13 20 183
e 13 22 242
e 13 52 41
e 13 26 73
e 14 16 167
e 14 47 118
e 14 53 13
e 14 38 49
e 14 19 15
e 14 18 111
e 14 40 179
e 14 48 85
e 14 44 191
e 14 30 264
e 14 57 45
e 14 35 14
e 14 60 282
e 14 24 110
e 14 29 174
e 15 57 268
e 15 19 56
e 15 48 52
e 15 30 231
e 15 47 53
e 15 24 230
e 15 38 182
e 15 53 289
e 15 40 46
e 15 16 266
e 15 35 298
e 15 44 287
e 15 60 182
e 15 18 85
e 15 29 57
e 16 45 133
e 16 56 300
e 16 17 189
e 16 36 270
e 16 41 54
e 16 31 0
e 16 46 52
e 16 25 302
e 16 55 167
e 16 22 152
e 16 27 66
e 16 63 190
e 16 28 53
e 16 58 272
e 16 51 192
e 16 54 137
e 16 37 237
e 16 21 10
e 16 23 126
e 16 62 174
e 16 39 168
e 16 49 24
e 16 34 291
e 16 26 64
e 16 20 151
e 16 33 96
e 16 50 177
e 16 59 92
e 16 32 123
e 16 61 33
e 16 43 209
e 16 42 264
e 16 52 96
e 17 40 27
e 17 60 125
e 17 35 147
e 17 38 10
e 17 47 34
e 17 53 16
e 17 24 296
e 17 29 82
e 17 19 197
e 17 57 96
e 17 18 193
e 17 48 131
e 17 30 225
e 17 44 67
e 18 33 202
e 18 59 248
e 18 26 188
e 18 41 257
e 18 28 120
e 18 61 31
e 18 27 178
e 18 22 57
e 18 39 58
e 18 58 194
e 18 63 52
e 18 20 133
e 18 25 198
e 18 50 26
e 18 23 13
e 18 43 275
e 18 37 271
e 18 32 114
e 18 45 40
e 18 46 248
e 18 62 87
e 18 52 168
e 18 42 94
e 18 31 140
e 18 54 141
e 18 36 251
e 18 55 121
e 18 51 189
e 18 56 242
e 18 49 277
e 18 34 4
e 18 21 31
e 19 58 13
e 19 31 102
e 19 61 156
e 19 25 299
e 19 37 65
e 19 27 302
e 19 23 58
e 19 20 304
e 19 33 282
e 19 55 132
e 19 62 134
e 19 45 161
e 19 56 77
e 19 50 58
e 19 34 202
e 19 22 213
e 19 39 215
e 19 52 187
e 19 32 201
e 19 21 15
e 19 51 94
e 19 59 191
e 19 63 282
e 19 41 45
e 19 36 234
e 19 54 181
e 19 49 141
e 19 43 202
e 19 46 31
e 19 42 106
e 19 26 210
e 19 28 240
e 20 35 76
e 20 44 264
e 20 47 116
e 20 40 94
e 20 30 171
e 20 29 193
e 20 24 20
e 20 60 125
e 20 53 254
e 20 57 192
e 20 48 48
e 20 38 295
e 21 29 74
e 21 47 230
e 21 38 17
e 21 44 83
e 21 40 196
e 21 53 47
e 21 57 181
e 21 30 171
e 21 48 134
e 21 60 24
e 21 24 31
e 21 35 280
e 22 35 152
e 22 60 155
e 22 38 131
e 22 40 288
e 22 47 41
e 22 24 266
e 22 57 291
e 22 29 17
e 22 48 135
e 22 44 25
e 22 53 89
e 22 30 190
e 23 29 131
e 23 44 285
e 23 30 127
e 23 53 104
e 23 24 252
e 23 48 294
e 23 40 131
e 23 60 129
e 23 57 291
e 23 47 133
e 23 38 111
e 23 35 127
e 24 58 82
e 24 61 286
e 24 31 171
e 24 46 179
e 24 50 291
e 24 52 269
e 24 28 2
e 24 33 122
e 24 63 224
e 24 34 32
e 24 42 156
e 24 26 23
e 24 49 193
e 24 36 78
e 24 59 266
e 24 32 256
e 24 54 12
e 24 55 78
e 24 41 99
e 24 37 38
e 24 27 138
e 24 62 25
e 24 25 56
e 24 45 40
e 24 56 84
e 24 43 121
e 24 51 148
e 24 39 60
e 25 47 149
e 25 40 143
e 25 57 213
e 25 30 15
e 25 44 65
e 25 29 266
e 25 48 188
e 25 35 144
e 25 60 67
e 25 38 262
e 25 53 150
e 26 48 146
e 26 29 124
e 26 53 19
e 26 57 278
e 26 47 83
e 26 38 263
e 26 60 237
e 26 30 30
e 26 35 155
e 26 44 251
e 26 40 175
e 27 44 207
e 27 38 149
e 27 40 267
e 27 29 177
e 27 35 303
e 27 57 160
e 27 60 131
e 27 48 166
e 27 53 250
e 27 30 289
e 27 47 41
e 28 60 138
e 28 40 0
e 28 48 8
e 28 47 76
e 28 53 94
e 28 38 253
e 28 35 64
e 28 30 215
e 28 44 99
e 28 29 128
e 28 57 234
e 29 39 225
e 29 59 238
e 29 58 148
e 29 63 203
e 29 36 49
e 29 62 276
e 29 34 242
e 29 54 110
e 29 46 6
e 29 31 9
e 29 61 38
e 29 41 38
e 29 56 80
e 29 50 127
e 29 42 207
e 29 43 266
e 29 55 75
e 29 52 263
e 29 49 248
e 29 37 4
e 29 45 126
e 29 33 222
e 29 51 9
e 29 32 4
e 30 62 41
e 30 41 282
e 30 36 54
e 30 56 58
e 30 43 61
e 30 59 254
e 30 49 78
e 30 50 246
e 30 54 172
e 30 33 11
e 30 61 33
e 30 63 152
e 30 34 175
e 30 55 82
e 30 45 189
e 30 39 115
e 30 32 162
e 30 52 53
e 30 58 252
e 30 42 65
e 30 37 113
e 30 51 208
e 30 46 266
e 30 31 88
e 31 47 112
e 31 57 98
e 31 44 263
e 31 35 99
e 31 53 269
e 31 40 143
e 31 38 108
e 31 60 9
e 31 48 116
e 32 48 32
e 32 44 57
e 32 40 279
e 32 60 15
e 32 57 264
e 32 53 57
e 32 38 6
e 32 47 292
e 32 35 273
e 33 40 41
e 33 47 259
e 33 53 253
e 33 60 123
e 33 48 2
e 33 38 58
e 33 44 22
e 33 57 202
e 33 35 55
e 34 47 188
e 34 38 260
e 34 60 137
e 34 44 173
e 34 48 248
e 34 40 240
e 34 57 38
e 34 53 250
e 34 35 146
e 35 41 226
e 35 45 70
e 35 36 97
e 35 56 95
e 35 55 138
e 35 51 211
e 35 62 302
e 35 37 187
e 35 42 207
e 35 49 23
e 35 52 53
e 35 46 97
e 35 54 296
e 35 59 200
e 35 58 243
e 35 61 107
e 35 39 120
e 35 50 119
e 35 43 76
e 35 63 21
e 36 44 16
e 36 40 55
e 36 38 249
e 36 60 221
e 36 57 285
e 36 48 124
e 36 53 282
e 36 47 164
e 37 53 282
e 37 40 169
e 37 57 49
e 37 38 8
e 37 60 92
e 37 44 130
e 37 47 5
e 37 48 168
e 38 42 51
e 38 49 0
e 38 62 216
e 38 52 175
e 38 51 303
e 38 39 114
e 38 41 13
e 38 43 8
e 38 59 257
e 38 56 23
e 38 46 21
e 38 58 167
e 38 45 141
e 38 55 253
e 38 50 223
e 38 54 252
e 38 63 215
e 38 61 242
e 39 47 116
e 39 60 207
e 39 57 2
e 39 44 30
e 39 48 101
e 39 40 92
e 39 53 136
e 40 55 136
e 40 61 288
e 40 58 60
e 40 43 31
e 40 41 299
e 40 56 262
e 40 46 297
e 40 49 71
e 40 51 223
e 40 52 266
e 40 54 70
e 40 62 51
e 40 45 98
e 40 50 10
e 40 42 90
e 40 63 264
e 40 59 221
e 41 57 166
e 41 48 152
e 41 60 231
e 41 47 147
e 41 53 9
e 41 44 12
e 42 47 225
e 42 48 95
e 42 57 300
e 42 60 119
e 42 53 120
e 42 44 109
e 43 57 67
e 43 48 1
e 43 53 95
e 43 44 14
e 43 47 295
e 43 60 135
e 44 63 113
e 44 56 261
e 44 55 219
e 44 62 95
e 44 49 66
e 44 58 272
e 44 51 116
e 44 54 271
e 44 61 214
e 44 52 16
e 44 46 188
e 44 50 268
e 44 59 177
e 44 45 224
e 45 53 205
e 45 60 247
e 45 48 286
e 45 47 131
e 45 57 18
e 46 53 218
e 46 60 243
e 46 57 88
e 46 48 122
e 46 47 256
e 47 51 303
e 47 58 8
e 47 55 118
e 47 54 303
e 47 52 163
e 47 63 275
e 47 59 156
e 47 49 272
e 47 61 58
e 47 50 163
e 47 62 131
e 47 56 239
e 48 56 49
e 48 55 164
e 48 49 233
e 48 52 88
e 48 59 306
e 48 63 281
e 48 61 170
e 48 62 116
e 48 51 114
e 48 58 9
e 48 54 13
e 48 50 26
e 49 57 18
e 49 53 23
e 49 60 262
e 50 60 45
e 50 53 251
e 50 57 60
e 51 60 212
e 51 53 125
e 51 57 8
e 52 53 178
e 52 57 267
e 52 60 68
e 53 62 172
e 53 61 304
e 53 54 251
e 53 59 26
e 53 58 93
e 53 63 233
e 53 56 183
e 53 55 184
e 54 60 257
e 54 57 276
e 55 60 52
e 55 57 13
e 56 60 91
e 56 57 275
e 57 59 175
e 57 58 157
e 57 63 226
e 57 61 110
e 57 62 103
e 58 60 210
e 59 60 203
e 60 61 85
e 60 62 72
e 60 63 240
