t 24 95
v 0 1 5
v 1 62 19
v 2 3 5
v 3 49 19
v 4 1 5
v 5 1 5
v 6 2 5
v 7 1 5
v 8 3 5
v 9 1 5
v 10 3 5
v 11 2 5
v 12 0 5
v 13 2 5
v 14 56 19
v 15 3 5
v 16 3 5
v 17 0 5
v 18 14 19
v 19 0 5
v 20 1 5
v 21 3 5
v 22 3 5
v 23 36 19
e 0 18 289
e 0 23 8
e 0 3 70
e 0 1 83
e 0 14 270
e 1 4 222
e 1 13 261
e 1 22 135
e 1 5 291
e 1 20 254
e 1 16 51
e 1 19 101
e 1 15 266
e 1 8 26
e 1 21 256
e 1 7 65
e 1 10 188
e 1 9 304
e 1 6 1
e 1 12 253
e 1 2 4
e 1 17 112
e 1 11 74
e 2 23 51
e 2 3 79
e 2 14 109
e 2 18 49
e 3 4 198
e 3 16 45
e 3 11 268
e 3 5 93
e 3 13 222
e 3 6 54
e 3 12 299
e 3 19 208
e 3 9 8
e 3 21 35
e 3 7 98
e 3 10 214
e 3 15 304
e 3 20 125
e 3 17 125
e 3 8 171
e 3 22 226
e 4 14 42
e 4 18 223
e 4 23 274
e 5 18 251
e 5 14 258
e 5 23 247
e 6 14 43
e 6 23 221
e 6 18 16
e 7 14 113
e 7 23 16
e 7 18 31
e 8 23 190
e 8 14 284
e 8 18 34
e 9 18 188
e 9 14 271
e 9 23 200
e 10 18 79
e 10 14 198
e 10 23 262
e 11 23 134
e 11 14 19
e 11 18 303
e 12 23 248
e 12 18 66
e 12 14 260
e 13 18 56
e 13 14 273
e 13 23 87
e 14 20 113
e 14 21 119
e 14 19 244
e 14 17 186
e 14 16 134
e 14 15 18
e 14 22 247
e 15 23 144
e 15 18 136
e 16 23 46
e 16 18 42
e 17 23 258
e 17 18 244
e 18 19 197
e 18 20 202
e 18 22 298
e 18 21 204
e 19 23 128
e 20 23 38
e 21 23 237
e 22 23 147
