t 64 855
v 0 0 45
v 1 23 19
v 2 76 19
v 3 69 19
v 4 3 45
v 5 72 19
v 6 17 19
v 7 52 19
v 8 1 45
v 9 39 19
v 10 45 19
v 11 2 45
v 12 1 45
v 13 50 19
v 14 0 45
v 15 1 45
v 16 17 19
v 17 75 19
v 18 41 19
v 19 9 19
v 20 55 19
v 21 2 45
v 22 10 19
v 23 88 19
v 24 94 19
v 25 56 19
v 26 0 45
v 27 65 19
v 28 52 19
v 29 1 45
v 30 82 19
v 31 1 19
v 32 46 19
v 33 2 45
v 34 31 19
v 35 81 19
v 36 78 19
v 37 77 19
v 38 1 19
v 39 3 45
v 40 9 19
v 41 1 45
v 42 92 19
v 43 50 19
v 44 58 19
v 45 95 19
v 46 1 45
v 47 66 19
v 48 14 19
v 49 2 45
v 50 1 45
v 51 3 19
v 52 2 45
v 53 13 19
v 54 21 19
v 55 57 19
v 56 0 45
v 57 81 19
v 58 62 19
v 59 96 19
v 60 3 45
v 61 77 19
v 62 79 19
v 63 51 19
e 0 17 144
e 0 37 232
e 0 22 30
e 0 40 138
e 0 63 52
e 0 16 122
e 0 59 235
e 0 32 118
e 0 3 279
e 0 20 115
e 0 35 44
e 0 27 117
e 0 47 243
e 0 31 153
e 0 13 306
e 0 10 21
e 0 53 252
e 0 30 178
e 0 57 74
e 0 42 178
e 0 36 193
e 0 55 301
e 0 6 188
e 0 2 229
e 0 51 118
e 0 34 49
e 0 18 209
e 0 25 122
e 0 7 70
e 0 58 274
e 0 44 229
e 0 43 175
e 0 62 50
e 0 1 135
e 0 54 205
e 0 9 189
e 0 28 286
e 0 5 223
e 0 61 220
e 0 24 150
e 0 38 1
e 0 19 251
e 0 23 40
e 0 48 154
e 0 45 141
e 1 60 298
e 1 41 153
e 1 21 242
e 1 12 282
e 1 4 16
e 1 46 61
e 1 50 12
e 1 14 87
e 1 15 184
e 1 56 6
e 1 8 233
e 1 26 90
e 1 29 240
e 1 33 228
e 1 49 97
e 1 11 138
e 1 39 182
e 1 52 165
e 2 60 140
e 2 4 62
e 2 49 0
e 2 56 54
e 2 12 249
e 2 33 40
e 2 46 295
e 2 11 231
e 2 14 257
e 2 52 282
e 2 21 78
e 2 29 165
e 2 41 143
e 2 8 63
e 2 15 6
e 2 26 37
e 2 39 21
e 2 50 97
e 3 60 70
e 3 56 33
e 3 39 21
e 3 8 159
e 3 26 93
e 3 11 13
e 3 33 44
e 3 50 51
e 3 21 233
e 3 14 72
e 3 4 121
e 3 29 199
e 3 41 176
e 3 12 96
e 3 46 282
e 3 52 71
e 3 49 174
e 3 15 162
e 4 25 40
e 4 34 287
e 4 7 8
e 4 37 45
e 4 53 253
e 4 48 284
e 4 57 118
e 4 45 44
e 4 18 208
e 4 20 224
e 4 42 160
e 4 35 281
e 4 30 280
e 4 31 145
e 4 19 213
e 4 17 239
e 4 44 177
e 4 5 150
e 4 38 141
e 4 22 303
e 4 59 291
e 4 55 142
e 4 13 84
e 4 63 110
e 4 54 3
e 4 10 157
e 4 16 32
e 4 51 78
e 4 58 175
e 4 36 56
e 4 32 71
e 4 62 290
e 4 27 106
e 4 24 2
e 4 28 174
e 4 61 127
e 4 9 218
e 4 43 147
e 4 40 214
e 4 6 149
e 4 23 72
e 4 47 191
e 5 60 78
e 5 50 305
e 5 8 222
e 5 33 110
e 5 56 192
e 5 21 10
e 5 49 90
e 5 14 149
e 5 11 228
e 5 12 180
e 5 29 125
e 5 39 179
e 5 52 235
e 5 46 227
e 5 26 63
e 5 15 35
e 5 41 175
e 6 60 205
e 6 14 12
e 6 41 124
e 6 33 76
e 6 46 132
e 6 29 127
e 6 52 99
e 6 11 6
e 6 12 212
e 6 26 198
e 6 49 8
e 6 21 293
e 6 50 291
e 6 39 228
e 6 56 194
e 6 8 213
e 6 15 149
e 7 60 92
e 7 56 278
e 7 52 160
e 7 8 37
e 7 15 275
e 7 29 2
e 7 41 92
e 7 26 60
e 7 49 300
e 7 12 111
e 7 46 248
e 7 39 247
e 7 21 5
e 7 33 296
e 7 50 256
e 7 11 25
e 7 14 162
e 8 28 184
e 8 22 25
e 8 31 230
e 8 24 105
e 8 55 3
e 8 47 176
e 8 35 58
e 8 45 224
e 8 32 46
e 8 23 305
e 8 13 288
e 8 43 287
e 8 57 171
e 8 48 237
e 8 63 222
e 8 20 95
e 8 40 2
e 8 58 115
e 8 44 292
e 8 34 32
e 8 19 255
e 8 38 176
e 8 53 125
e 8 17 63
e 8 30 141
e 8 61 271
e 8 59 169
e 8 62 56
e 8 54 307
e 8 10 251
e 8 16 226
e 8 51 211
e 8 9 32
e 8 27 43
e 8 37 296
e 8 36 101
e 8 18 21
e 8 25 217
e 8 42 208
e 9 60 109
e 9 26 180
e 9 39 16
e 9 11 185
e 9 52 158
e 9 56 211
e 9 46 20
e 9 14 270
e 9 29 150
e 9 33 279
e 9 21 117
e 9 50 307
e 9 15 28
e 9 41 205
e 9 49 22
e 9 12 18
e 10 60 59
e 10 52 78
e 10 26 223
e 10 14 147
e 10 46 274
e 10 15 203
e 10 33 202
e 10 39 212
e 10 41 246
e 10 56 16
e 10 50 103
e 10 49 64
e 10 29 48
e 10 12 6
e 10 21 226
e 10 11 172
e 11 44 110
e 11 20 60
e 11 18 130
