t 24 95
v 0 0 5
v 1 3 5
v 2 2 5
v 3 6 19
v 4 2 5
v 5 0 5
v 6 3 5
v 7 1 5
v 8 3 5
v 9 49 19
v 10 81 19
v 11 2 5
v 12 2 5
v 13 0 5
v 14 2 5
v 15 0 5
v 16 0 5
v 17 21 19
v 18 0 19
v 19 2 5
v 20 2 5
v 21 0 5
v 22 2 5
v 23 1 5
e 0 10 248
e 0 3 215
e 0 17 243
e 0 18 87
e 0 9 78
e 1 3 204
e 1 17 79
e 1 9 10
e 1 10 67
e 1 18 280
e 2 17 230
e 2 10 45
e 2 3 300
e 2 18 218
e 2 9 100
e 3 16 231
e 3 7 107
e 3 20 26
e 3 22 283
e 3 12 48
e 3 14 63
e 3 11 192
e 3 6 182
e 3 5 180
e 3 4 163
e 3 13 138
e 3 21 240
e 3 19 40
e 3 15 4
e 3 23 127
e 3 8 152
e 4 9 20
e 4 17 76
e 4 18 75
e 4 10 236
e 5 18 188
e 5 10 63
e 5 17 138
e 5 9 157
e 6 9 13
e 6 17 172
e 6 10 104
e 6 18 28
e 7 9 4
e 7 10 95
e 7 18 31
e 7 17 188
e 8 17 197
e 8 10 166
e 8 9 112
e 8 18 48
e 9 16 154
e 9 12 196
e 9 14 108
e 9 21 298
e 9 20 23
e 9 15 64
e 9 23 215
e 9 11 239
e 9 22 58
e 9 19 249
e 9 13 121
e 10 16 165
e 10 22 34
e 10 20 257
e 10 23 185
e 10 11 298
e 10 15 83
e 10 12 306
e 10 21 53
e 10 14 12
e 10 13 282
e 10 19 185
e 11 17 95
e 11 18 74
e 12 17 22
e 12 18 99
e 13 18 239
e 13 17 66
e 14 17 49
e 14 18 185
e 15 18 50
e 15 17 115
e 16 17 124
e 16 18 98
e 17 20 217
e 17 23 120
e 17 22 50
e 17 21 44
e 17 19 120
e 18 23 88
e 18 19 294
e 18 21 84
e 18 20 154
e 18 22 238
