t 32 247
v 0 3 13
v 1 8 19
v 2 1 13
v 3 35 19
v 4 22 19
v 5 1 13
v 6 10 19
v 7 36 19
v 8 0 13
v 9 1 13
v 10 1 13
v 11 35 19
v 12 1 13
v 13 3 13
v 14 55 19
v 15 1 13
v 16 2 13
v 17 0 13
v 18 0 13
v 19 1 13
v 20 50 19
v 21 36 19
v 22 54 19
v 23 3 13
v 24 85 19
v 25 49 19
v 26 1 13
v 27 1 13
v 28 69 19
v 29 2 13
v 30 3 13
v 31 1 13
e 0 4 269
e 0 21 119
e 0 24 131
e 0 1 205
e 0 22 202
e 0 14 102
e 0 7 85
e 0 28 43
e 0 25 62
e 0 6 291
e 0 3 48
e 0 20 138
e 0 11 251
e 1 23 274
e 1 10 49
e 1 27 108
e 1 12 168
e 1 26 206
e 1 5 216
e 1 18 56
e 1 8 167
e 1 13 272
e 1 16 227
e 1 30 286
e 1 29 34
e 1 17 159
e 1 2 55
e 1 15 198
e 1 9 117
e 1 19 72
e 1 31 91
e 2 11 170
e 2 6 52
e 2 21 163
e 2 28 307
e 2 7 128
e 2 24 146
e 2 25 218
e 2 4 228
e 2 20 262
e 2 22 200
e 2 3 177
e 2 14 203
e 3 23 103
e 3 13 299
e 3 8 43
e 3 19 170
e 3 15 234
e 3 31 38
e 3 26 153
e 3 27 22
e 3 10 267
e 3 9 56
e 3 17 262
e 3 5 306
e 3 12 27
e 3 29 281
e 3 16 56
e 3 30 164
e 3 18 245
e 4 23 167
e 4 9 306
e 4 30 211
e 4 31 112
e 4 18 275
e 4 26 266
e 4 10 124
e 4 27 211
e 4 29 47
e 4 19 166
e 4 17 13
e 4 5 235
e 4 16 41
e 4 15 117
e 4 8 237
e 4 12 194
e 4 13 155
e 5 21 107
e 5 7 301
e 5 11 170
e 5 28 208
e 5 22 196
e 5 25 49
e 5 14 107
e 5 6 50
e 5 24 190
e 5 20 87
e 6 23 30
e 6 12 16
e 6 10 89
e 6 15 204
e 6 27 305
e 6 29 79
e 6 17 197
e 6 30 17
e 6 26 197
e 6 16 226
e 6 13 111
e 6 31 56
e 6 8 211
e 6 18 306
e 6 9 257
e 6 19 26
e 7 23 84
e 7 13 101
e 7 17 69
e 7 10 63
e 7 26 246
e 7 31 38
e 7 19 200
e 7 12 245
e 7 15 50
e 7 8 286
e 7 27 240
e 7 18 305
e 7 9 283
e 7 29 234
e 7 16 43
e 7 30 137
e 8 20 288
e 8 25 87
e 8 28 259
e 8 21 82
e 8 22 129
e 8 11 100
e 8 14 119
e 8 24 213
e 9 28 167
e 9 21 93
e 9 14 290
e 9 25 283
e 9 20 216
e 9 11 50
e 9 22 151
e 9 24 285
e 10 22 168
e 10 14 188
e 10 21 53
e 10 11 124
e 10 25 160
e 10 24 224
e 10 28 217
e 10 20 181
e 11 23 305
e 11 13 170
e 11 29 60
e 11 18 205
e 11 27 218
e 11 31 304
e 11 19 265
e 11 15 156
e 11 12 38
e 11 26 279
e 11 16 148
e 11 17 234
e 11 30 149
e 12 28 305
e 12 21 3
e 12 22 162
e 12 24 118
e 12 14 27
e 12 20 178
e 12 25 149
e 13 25 176
e 13 28 84
e 13 22 62
e 13 20 42
e 13 14 169
e 13 21 128
e 13 24 178
e 14 23 242
e 14 29 269
e 14 31 278
e 14 26 57
e 14 17 194
e 14 27 244
e 14 30 207
e 14 18 62
e 14 16 149
e 14 19 205
e 14 15 166
e 15 20 297
e 15 28 96
e 15 25 15
e 15 21 306
e 15 24 133
e 15 22 119
e 16 25 209
e 16 20 84
e 16 28 289
e 16 22 288
e 16 24 245
e 16 21 281
e 17 28 207
e 17 20 294
e 17 21 214
e 17 24 81
e 17 25 209
e 17 22 242
e 18 28 214
e 18 21 170
e 18 25 288
e 18 24 147
e 18 20 166
e 18 22 100
e 19 24 243
e 19 21 51
e 19 20 15
e 19 25 94
e 19 22 294
e 19 28 69
e 20 23 263
e 20 30 226
e 20 31 126
e 20 26 107
e 20 29 165
e 20 27 241
e 21 23 15
e 21 26 294
e 21 29 151
e 21 27 70
e 21 31 209
e 21 30 132
e 22 23 278
e 22 30 101
e 22 31 0
e 22 26 58
e 22 29 4
e 22 27 0
e 23 24 164
e 23 28 132
e 23 25 206
e 24 29 95
e 24 31 11
e 24 26 231
e 24 30 45
e 24 27 39
e 25 26 20
e 25 30 205
e 25 29 62
e 25 27 109
e 25 31 127
e 26 28 41
e 27 28 179
e 28 31 65
e 28 30 299
e 28 29 95
