t 24 95
v 0 0 5
v 1 2 5
v 2 3 5
v 3 1 5
v 4 45 19
v 5 2 5
v 6 1 5
v 7 33 19
v 8 7 19
v 9 2 5
v 10 3 5
v 11 53 19
v 12 2 5
v 13 3 5
v 14 1 5
v 15 3 5
v 16 2 5
v 17 1 5
v 18 3 5
v 19 3 5
v 20 3 5
v 21 3 5
v 22 35 19
v 23 1 5
e 0 11 226
e 0 7 17
e 0 22 117
e 0 8 266
e 0 4 258
e 1 11 107
e 1 22 157
e 1 8 6
e 1 7 23
e 1 4 89
e 2 8 246
e 2 4 91
e 2 7 289
e 2 11 119
e 2 22 168
e 3 8 24
e 3 22 182
e 3 7 270
e 3 11 248
e 3 4 3
e 4 21 28
e 4 17 81
e 4 20 187
e 4 16 189
e 4 5 213
e 4 23 158
e 4 19 158
e 4 18 66
e 4 6 74
e 4 12 288
e 4 9 221
e 4 10 69
e 4 15 226
e 4 14 216
e 4 13 248
e 5 11 281
e 5 7 244
e 5 22 141
e 5 8 13
e 6 22 64
e 6 11 266
e 6 7 163
e 6 8 11
e 7 21 137
e 7 13 136
e 7 15 203
e 7 9 189
e 7 18 114
e 7 17 8
e 7 23 214
e 7 14 305
e 7 20 126
e 7 10 116
e 7 12 153
e 7 16 82
e 7 19 110
e 8 21 213
e 8 15 161
e 8 23 199
e 8 14 27
e 8 12 186
e 8 17 83
e 8 20 227
e 8 16 95
e 8 13 67
e 8 9 244
e 8 10 104
e 8 18 80
e 8 19 281
e 9 11 22
e 9 22 130
e 10 11 211
e 10 22 158
e 11 21 42
e 11 23 32
e 11 13 234
e 11 12 25
e 11 18 221
e 11 20 125
e 11 15 168
e 11 16 3
e 11 14 274
e 11 19 266
e 11 17 219
e 12 22 226
e 13 22 247
e 14 22 129
e 15 22 293
e 16 22 171
e 17 22 174
e 18 22 31
e 19 22 147
e 20 22 259
e 21 22 81
e 22 23 173
