t 32 247
v 0 2 13
v 1 3 13
v 2 2 13
v 3 63 19
v 4 35 19
v 5 2 13
v 6 3 13
v 7 27 19
v 8 0 13
v 9 1 13
v 10 54 19
v 11 36 19
v 12 33 19
v 13 2 13
v 14 7 19
v 15 1 13
v 16 0 13
v 17 29 19
v 18 2 13
v 19 2 13
v 20 0 13
v 21 3 13
v 22 33 19
v 23 81 19
v 24 54 19
v 25 1 13
v 26 1 13
v 27 46 19
v 28 0 13
v 29 4 19
v 30 0 13
v 31 0 13
e 0 22 183
e 0 14 10
e 0 4 286
e 0 29 18
e 0 7 67
e 0 23 70
e 0 10 288
e 0 12 264
e 0 17 135
e 0 27 5
e 0 3 275
e 0 11 148
e 0 24 88
e 1 14 105
e 1 23 80
e 1 3 87
e 1 4 300
e 1 22 180
e 1 10 31
e 1 17 196
e 1 24 10
e 1 27 0
e 1 7 73
e 1 12 109
e 1 29 120
e 1 11 250
e 2 24 71
e 2 14 62
e 2 7 92
e 2 29 224
e 2 4 37
e 2 3 216
e 2 10 220
e 2 12 101
e 2 23 0
e 2 27 266
e 2 17 9
e 2 22 82
e 2 11 142
e 3 9 3
e 3 26 125
e 3 21 220
e 3 16 144
e 3 30 150
e 3 31 35
e 3 19 135
e 3 15 3
e 3 5 91
e 3 28 120
e 3 20 129
e 3 18 206
e 3 8 243
e 3 25 276
e 3 13 210
e 3 6 284
e 4 9 151
e 4 25 78
e 4 13 74
e 4 15 89
e 4 16 224
e 4 21 276
e 4 28 181
e 4 30 229
e 4 31 66
e 4 8 88
e 4 18 228
e 4 6 256
e 4 19 305
e 4 5 292
e 4 20 133
e 4 26 286
e 5 29 170
e 5 10 32
e 5 12 233
e 5 27 128
e 5 14 23
e 5 17 295
e 5 24 271
e 5 22 233
e 5 23 258
e 5 11 197
e 5 7 124
e 6 24 14
e 6 12 165
e 6 22 5
e 6 10 190
e 6 14 34
e 6 29 267
e 6 27 215
e 6 17 77
e 6 11 25
e 6 7 41
e 6 23 280
e 7 9 153
e 7 16 176
e 7 31 122
e 7 8 215
e 7 19 71
e 7 30 30
e 7 13 95
e 7 20 206
e 7 21 130
e 7 15 142
e 7 25 260
e 7 28 220
e 7 26 63
e 7 18 81
e 8 27 126
e 8 23 247
e 8 12 274
e 8 24 155
e 8 10 107
e 8 11 279
e 8 29 283
e 8 22 278
e 8 14 24
e 8 17 167
e 9 27 208
e 9 29 254
e 9 11 13
e 9 14 213
e 9 22 95
e 9 17 127
e 9 23 36
e 9 24 45
e 9 12 214
e 9 10 283
e 10 16 267
e 10 18 93
e 10 26 244
e 10 30 302
e 10 21 214
e 10 25 305
e 10 19 305
e 10 13 172
e 10 20 11
e 10 28 209
e 10 15 128
e 10 31 305
e 11 19 187
e 11 25 31
e 11 26 13
e 11 16 249
e 11 28 126
e 11 21 133
e 11 30 220
e 11 18 257
e 11 13 63
e 11 31 1
e 11 20 90
e 11 15 96
e 12 25 231
e 12 19 303
e 12 20 154
e 12 13 17
e 12 16 177
e 12 15 194
e 12 31 307
e 12 26 290
e 12 30 187
e 12 21 51
e 12 28 194
e 12 18 74
e 13 29 167
e 13 22 103
e 13 14 150
e 13 23 246
e 13 24 159
e 13 17 60
e 13 27 70
e 14 19 32
e 14 21 19
e 14 20 60
e 14 25 1
e 14 15 31
e 14 31 301
e 14 30 307
e 14 26 223
e 14 16 135
e 14 28 76
e 14 18 288
e 15 17 71
e 15 29 301
e 15 23 129
e 15 22 296
e 15 27 109
e 15 24 124
e 16 27 102
e 16 17 205
e 16 23 123
e 16 29 220
e 16 22 85
e 16 24 41
e 17 21 200
e 17 31 147
e 17 30 260
e 17 19 7
e 17 26 242
e 17 18 149
e 17 25 183
e 17 20 223
e 17 28 22
e 18 22 151
e 18 27 143
e 18 23 288
e 18 29 132
e 18 24 99
e 19 22 98
e 19 24 66
e 19 29 303
e 19 23 102
e 19 27 195
e 20 27 149
e 20 29 294
e 20 22 156
e 20 23 274
e 20 24 95
e 21 24 141
e 21 29 155
e 21 22 287
e 21 23 150
e 21 27 0
e 22 30 188
e 22 25 12
e 22 31 246
e 22 26 226
e 22 28 240
e 23 31 132
e 23 28 16
e 23 30 276
e 23 26 215
e 23 25 91
e 24 25 11
e 24 26 73
e 24 30 279
e 24 28 165
e 24 31 183
e 25 29 251
e 25 27 163
e 26 27 192
e 26 29 121
e 27 28 182
e 27 31 284
e 27 30 240
e 28 29 243
e 29 31 60
e 29 30 134
