t 32 247
v 0 2 13
v 1 82 19
v 2 3 13
v 3 2 13
v 4 67 19
v 5 56 19
v 6 2 13
v 7 3 13
v 8 64 19
v 9 0 13
v 10 98 19
v 11 1 13
v 12 2 13
v 13 0 13
v 14 1 13
v 15 0 13
v 16 2 13
v 17 39 19
v 18 2 13
v 19 76 19
v 20 0 13
v 21 3 13
v 22 53 19
v 23 66 19
v 24 1 13
v 25 1 13
v 26 64 19
v 27 26 19
v 28 0 13
v 29 67 19
v 30 0 13
v 31 98 19
e 0 19 148
e 0 31 115
e 0 23 259
e 0 4 90
e 0 8 13
e 0 17 166
e 0 29 42
e 0 26 307
e 0 1 147
e 0 22 211
e 0 27 159
e 0 10 55
e 0 5 262
e 1 16 303
e 1 30 306
e 1 9 249
e 1 14 296
e 1 18 217
e 1 6 272
e 1 13 135
e 1 24 177
e 1 11 160
e 1 2 80
e 1 12 272
e 1 28 9
e 1 25 171
e 1 21 189
e 1 3 202
e 1 7 189
e 1 20 188
e 1 15 125
e 2 17 50
e 2 5 53
e 2 26 200
e 2 8 199
e 2 10 206
e 2 23 78
e 2 27 149
e 2 4 45
e 2 31 111
e 2 29 40
e 2 22 302
e 2 19 217
e 3 8 284
e 3 10 25
e 3 22 37
e 3 17 187
e 3 19 178
e 3 5 152
e 3 26 195
e 3 31 271
e 3 4 115
e 3 29 83
e 3 23 71
e 3 27 277
e 4 20 232
e 4 16 159
e 4 28 220
e 4 30 178
e 4 12 205
e 4 9 108
e 4 25 210
e 4 11 175
e 4 15 82
e 4 6 215
e 4 24 185
e 4 13 175
e 4 21 296
e 4 14 52
e 4 18 230
e 4 7 243
e 5 16 140
e 5 20 225
e 5 7 182
e 5 6 149
e 5 28 234
e 5 21 201
e 5 11 31
e 5 15 92
e 5 9 125
e 5 12 149
e 5 24 292
e 5 18 45
e 5 25 180
e 5 30 21
e 5 13 246
e 5 14 120
e 6 17 234
e 6 22 302
e 6 31 146
e 6 8 118
e 6 27 23
e 6 23 155
e 6 29 17
e 6 26 109
e 6 10 231
e 6 19 138
e 7 31 263
e 7 10 26
e 7 17 105
e 7 23 30
e 7 27 56
e 7 22 118
e 7 19 158
e 7 29 49
e 7 26 176
e 7 8 155
e 8 16 67
e 8 24 29
e 8 15 75
e 8 21 209
e 8 14 148
e 8 30 201
e 8 11 287
e 8 20 305
e 8 28 257
e 8 9 90
e 8 18 5
e 8 12 43
e 8 25 299
e 8 13 44
e 9 23 192
e 9 27 302
e 9 19 52
e 9 10 184
e 9 29 252
e 9 31 135
e 9 26 87
e 9 17 283
e 9 22 145
e 10 16 27
e 10 18 149
e 10 15 63
e 10 13 221
e 10 30 245
e 10 12 99
e 10 20 206
e 10 25 69
e 10 21 139
e 10 24 122
e 10 28 275
e 10 14 270
e 10 11 281
e 11 19 209
e 11 31 116
e 11 29 147
e 11 17 23
e 11 22 255
e 11 27 61
e 11 23 148
e 11 26 192
e 12 26 158
e 12 27 203
e 12 23 283
e 12 22 50
e 12 29 206
e 12 19 129
e 12 31 162
e 12 17 3
e 13 26 143
e 13 17 160
e 13 23 81
e 13 19 155
e 13 29 17
e 13 27 211
e 13 31 64
e 13 22 109
e 14 27 35
e 14 26 222
e 14 23 177
e 14 19 59
e 14 17 255
e 14 31 15
e 14 29 262
e 14 22 74
e 15 17 8
e 15 22 207
e 15 29 11
e 15 31 303
e 15 23 4
e 15 27 207
e 15 19 260
e 15 26 212
e 16 19 97
e 16 31 281
e 16 22 2
e 16 27 25
e 16 26 15
e 16 29 291
e 16 17 286
e 16 23 127
e 17 30 118
e 17 18 81
e 17 21 131
e 17 25 286
e 17 20 173
e 17 24 273
e 17 28 132
e 18 27 248
e 18 29 189
e 18 22 267
e 18 31 170
e 18 23 39
e 18 26 243
e 18 19 198
e 19 28 101
e 19 24 8
e 19 25 300
e 19 30 98
e 19 21 76
e 19 20 249
e 20 23 299
e 20 29 92
e 20 27 25
e 20 22 154
e 20 26 216
e 20 31 242
e 21 27 291
e 21 22 102
e 21 29 230
e 21 31 68
e 21 23 135
e 21 26 107
e 22 24 196
e 22 30 132
e 22 25 114
e 22 28 174
e 23 30 182
e 23 24 14
e 23 28 162
e 23 25 112
e 24 26 179
e 24 31 207
e 24 29 241
e 24 27 261
e 25 26 184
e 25 31 202
e 25 27 3
e 25 29 84
e 26 30 71
e 26 28 258
e 27 30 159
e 27 28 110
e 28 29 134
e 28 31 118
e 29 30 63
e 30 31 62
