t 64 124
v 770 12 2
v 259 4 3
v 644 2 3
v 643 7 5
v 2947 10 4
v 765 7 6
v 1036 5 3
v 274 14 2
v 25 1 2
v 26 9 1
v 795 1 3
v 2842 3 3
v 1566 14 1
v 930 5 1
v 1827 3 11
v 547 14 3
v 550 5 3
v 1831 12 3
v 553 12 4
v 3626 11 3
v 813 0 4
v 1838 10 6
v 2478 5 1
v 3118 10 3
v 433 10 3
v 3120 3 3
v 3124 13 15
v 949 9 5
v 3125 12 5
v 3126 8 1
v 3127 6 2
v 3128 14 1
v 3129 10 2
v 3130 10 1
v 3131 4 1
v 3132 14 1
v 3133 10 4
v 3134 5 1
v 3009 0 2
v 4162 5 2
v 4163 3 1
v 4164 2 1
v 2243 6 2
v 847 13 1
v 1745 7 4
v 3800 13 1
v 1370 6 1
v 2911 11 1
v 1633 13 1
v 618 7 5
v 620 10 4
v 621 3 10
v 1006 8 6
v 368 6 8
v 369 0 50
v 2544 14 1
v 756 0 3
v 373 9 6
v 1012 5 3
v 2548 4 3
v 2041 11 2
v 2042 4 1
v 2299 8 3
v 1017 2 1
e 770 369 6
e 770 765 0
e 259 368 6
e 259 369 14
e 259 373 12
e 644 369 1
e 644 621 9
e 644 813 14
e 643 369 6
e 643 550 1
e 643 813 4
e 643 1006 0
e 643 3125 3
e 2947 369 6
e 2947 3118 4
e 2947 3127 4
e 2947 3133 13
e 765 756 13
e 765 795 14
e 765 3124 3
e 765 3626 6
e 765 4162 10
e 1036 369 0
e 1036 433 8
e 1036 621 4
e 274 368 8
e 274 369 1
e 25 369 1
e 25 3133 3
e 26 369 8
e 795 756 5
e 795 3124 4
e 2842 553 10
e 2842 1006 14
e 2842 3124 0
e 1566 369 9
e 930 369 14
e 1827 368 11
e 1827 369 11
e 1827 373 2
e 1827 618 11
e 1827 620 12
e 1827 949 11
e 1827 1006 3
e 1827 1012 3
e 1827 1831 6
e 1827 3124 13
e 1827 3125 3
e 547 369 1
e 547 433 0
e 547 2548 10
e 550 369 11
e 550 621 7
e 1831 368 4
e 1831 369 6
e 553 1006 4
e 553 1745 10
e 553 3124 2
e 3626 1745 8
e 3626 3124 6
e 813 369 5
e 813 2243 6
e 1838 368 7
e 1838 369 2
e 1838 373 7
e 1838 618 2
e 1838 949 2
e 1838 3125 1
e 2478 369 0
e 3118 369 1
e 3118 3120 12
e 433 369 4
e 3120 369 1
e 3120 3133 11
e 3124 369 9
e 3124 618 6
e 3124 756 7
e 3124 847 4
e 3124 2911 0
e 3124 3800 3
e 3124 4162 3
e 3124 4163 12
e 3124 4164 10
e 949 368 4
e 949 369 3
e 949 373 6
e 3125 369 7
e 3125 620 5
e 3126 369 2
e 3127 369 6
e 3128 369 5
e 3129 369 8
e 3129 621 8
e 3130 369 3
e 3131 369 7
e 3132 369 5
e 3133 369 10
e 3134 369 9
e 3009 369 11
e 3009 618 5
e 2243 369 5
e 1745 369 13
e 1745 621 9
e 1370 369 2
e 1633 369 9
e 618 1012 3
e 620 369 5
e 620 621 14
e 621 369 0
e 621 2041 9
e 621 2299 1
e 621 2548 3
e 1006 369 1
e 1006 2299 11
e 368 369 11
e 368 373 13
e 369 373 3
e 369 1012 5
e 369 1017 14
e 369 2041 12
e 369 2042 0
e 369 2299 10
e 369 2544 2
e 369 2548 1
