t 64 203
v 0 13 42
v 129 4 3
v 131 3 6
v 132 13 5
v 134 0 5
v 8 7 6
v 9 6 8
v 10 14 8
v 137 4 3
v 12 13 62
v 13 4 11
v 141 10 2
v 142 12 4
v 16 9 23
v 19 3 2
v 20 8 25
v 536 11 3
v 153 13 14
v 28 4 6
v 32 12 7
v 33 9 6
v 1056 7 4
v 169 13 1
v 47 5 8
v 1329 14 1
v 180 5 2
v 53 3 3
v 54 8 3
v 55 7 4
v 569 2 4
v 1723 13 14
v 60 0 5
v 189 13 4
v 64 14 6
v 1090 3 2
v 68 13 5
v 200 2 3
v 1482 8 2
v 78 13 5
v 207 2 3
v 80 5 2
v 81 3 3
v 1105 8 1
v 83 5 3
v 215 14 1
v 88 14 6
v 91 3 3
v 92 12 2
v 93 2 5
v 94 12 3
v 220 1 1
v 100 14 4
v 1252 10 4
v 104 1 7
v 105 4 2
v 109 1 5
v 110 8 4
v 1390 0 1
v 113 14 2
v 2932 0 4
v 116 12 6
v 884 10 3
v 889 3 1
v 125 6 3
e 0 8 4
e 0 9 4
e 0 10 9
e 0 12 13
e 0 13 5
e 0 16 7
e 0 19 3
e 0 20 10
e 0 28 0
e 0 32 6
e 0 33 4
e 0 47 10
e 0 53 14
e 0 54 11
e 0 55 4
e 0 60 5
e 0 64 4
e 0 68 6
e 0 78 2
e 0 80 0
e 0 81 0
e 0 83 1
e 0 88 2
e 0 91 11
e 0 92 6
e 0 93 12
e 0 94 5
e 0 100 4
e 0 104 14
e 0 105 4
e 0 109 3
e 0 110 10
e 0 113 0
e 0 116 1
e 0 125 10
e 0 129 13
e 0 131 8
e 0 132 3
e 0 134 3
e 0 137 3
e 0 141 5
e 0 142 5
e 129 12 9
e 129 153 4
e 131 12 7
e 131 16 11
e 131 20 5
e 131 153 0
e 131 1723 4
e 132 12 0
e 132 16 11
e 132 153 13
e 132 1723 8
e 134 12 12
e 134 16 7
e 134 20 7
e 134 1723 8
e 8 9 14
e 8 12 14
e 8 20 12
e 8 28 11
e 8 93 10
e 9 10 3
e 9 12 9
e 9 20 13
e 9 33 5
e 9 47 14
e 9 1056 12
e 10 12 9
e 10 20 3
e 10 60 7
e 10 104 8
e 10 1056 1
e 10 1252 11
e 137 12 2
e 137 16 8
e 12 13 8
e 12 16 14
e 12 19 8
e 12 20 8
e 12 28 11
e 12 32 4
e 12 33 8
e 12 47 7
e 12 53 6
e 12 54 2
e 12 55 4
e 12 60 5
e 12 64 2
e 12 68 9
e 12 78 14
e 12 80 2
e 12 81 13
e 12 83 6
e 12 88 9
e 12 91 5
e 12 92 9
e 12 93 8
e 12 94 12
e 12 100 4
e 12 104 13
e 12 105 9
e 12 109 6
e 12 110 6
e 12 113 11
e 12 116 9
e 12 125 7
e 12 141 14
e 12 142 12
e 12 153 11
e 12 169 7
e 12 180 9
e 12 189 9
e 12 200 0
e 12 207 8
e 12 215 6
e 12 220 11
e 12 536 2
e 12 569 14
e 12 884 12
e 12 889 6
e 12 1056 10
e 12 1090 5
e 12 1105 14
e 12 1252 8
e 12 1329 6
e 12 1390 1
e 12 1482 1
e 12 2932 14
e 13 68 10
e 13 93 1
e 13 100 10
e 13 110 14
e 13 153 12
e 13 189 1
e 13 200 14
e 13 207 12
e 13 1252 0
e 142 16 6
e 142 1723 5
e 16 20 3
e 16 28 1
e 16 32 12
e 16 55 7
e 16 78 10
e 16 88 4
e 16 94 3
e 16 109 13
e 16 116 14
e 16 125 14
e 16 153 11
e 16 536 13
e 16 569 2
e 16 1090 0
e 16 1723 4
e 16 2932 3
e 20 32 12
e 20 47 6
e 20 53 4
e 20 60 7
e 20 64 2
e 20 68 11
e 20 78 3
e 20 81 4
e 20 88 7
e 20 91 12
e 20 93 2
e 20 100 3
e 20 110 4
e 20 189 1
e 20 200 3
e 20 884 1
e 20 1056 7
e 536 1723 6
e 153 28 0
e 153 32 2
e 153 55 10
e 153 88 9
e 153 109 5
e 153 116 2
e 153 569 0
e 153 2932 0
e 28 1723 13
e 32 116 11
e 32 1723 9
e 33 47 7
e 33 64 9
e 33 104 14
e 47 60 1
e 47 64 0
e 47 104 0
e 180 83 13
e 54 1482 11
e 569 1723 1
e 1723 78 3
e 1723 88 9
e 1723 109 4
e 1723 116 14
e 1723 2932 13
e 189 1252 9
e 64 68 2
e 207 104 9
e 104 884 11
