t 24 26
v 1037 1 1
v 1051 5 1
v 1055 4 2
v 6691 6 3
v 1065 11 2
v 426 10 2
v 1080 14 1
v 1083 5 1
v 60 0 1
v 194 4 1
v 1090 3 1
v 1606 12 23
v 333 5 1
v 81 3 1
v 6866 7 2
v 977 4 1
v 1113 10 1
v 1115 12 1
v 993 1 1
v 1121 10 1
v 1122 0 1
v 100 14 1
v 491 10 1
v 766 13 1
e 1037 1606 10
e 1051 1606 10
e 1055 1606 14
e 1055 6691 1
e 6691 1606 1
e 6691 6866 0
e 1065 426 13
e 1065 1606 10
e 426 1606 2
e 1080 1606 14
e 1083 1606 13
e 60 1606 1
e 194 1606 2
e 1090 1606 13
e 1606 81 2
e 1606 100 2
e 1606 333 1
e 1606 491 1
e 1606 766 14
e 1606 977 3
e 1606 993 9
e 1606 1113 3
e 1606 1115 9
e 1606 1121 13
e 1606 1122 6
e 1606 6866 10
