t 64 185
v 0 13 5
v 2 12 6
v 771 6 2
v 643 7 6
v 901 8 2
v 2949 10 4
v 9 6 9
v 10 14 7
v 1936 8 4
v 1937 2 5
v 2067 14 1
v 24 12 18
v 1563 12 4
v 156 6 2
v 1827 3 49
v 1828 1 9
v 1829 9 7
v 1830 5 3
v 1831 12 3
v 1059 12 4
v 1572 3 6
v 1838 10 34
v 814 9 3
v 3124 13 3
v 3125 12 8
v 949 9 8
v 694 1 1
v 696 13 3
v 2875 14 2
v 4030 13 2
v 4031 5 1
v 4032 11 1
v 4033 10 2
v 4034 14 4
v 4035 9 3
v 4036 7 4
v 4037 8 1
v 4038 5 2
v 4039 3 2
v 4040 12 1
v 4041 8 3
v 1221 11 6
v 2763 12 1
v 1615 2 6
v 723 9 3
v 1016 13 2
v 2268 8 3
v 97 1 4
v 1383 5 6
v 490 7 4
v 618 7 7
v 619 12 4
v 620 10 4
v 1006 8 5
v 2415 7 1
v 368 6 14
v 369 0 12
v 370 6 5
v 371 13 5
v 372 11 7
v 373 9 12
v 1012 5 9
v 6206 14 1
v 1018 9 5
e 0 2 10
e 0 9 4
e 0 10 9
e 0 24 0
e 0 97 2
e 2 9 14
e 2 10 6
e 2 24 8
e 2 1018 12
e 2 1221 0
e 771 24 8
e 771 1827 4
e 643 369 6
e 643 814 0
e 643 1006 0
e 643 1828 9
e 643 1937 2
e 643 3125 3
e 901 490 2
e 901 1827 4
e 2949 1012 0
e 2949 1827 2
e 2949 1838 1
e 2949 1936 12
e 9 10 3
e 9 24 9
e 9 368 5
e 9 370 11
e 9 619 4
e 9 1221 14
e 9 1383 2
e 10 24 1
e 10 618 14
e 10 1221 7
e 10 1563 5
e 1936 618 7
e 1936 1827 13
e 1936 4041 4
e 1937 24 2
e 1937 1827 6
e 1937 1829 14
e 1937 1838 2
e 2067 1827 5
e 24 368 0
e 24 373 7
e 24 814 11
e 24 1012 11
e 24 1016 6
e 24 1018 0
e 24 1059 12
e 24 1221 9
e 24 1563 8
e 24 1827 8
e 24 1829 1
e 24 1838 12
e 1563 1018 9
e 1563 1827 1
e 156 1827 5
e 156 1838 10
e 1827 97 5
e 1827 368 11
e 1827 369 11
e 1827 370 11
e 1827 371 0
e 1827 372 11
e 1827 373 2
e 1827 490 0
e 1827 618 11
e 1827 619 2
e 1827 620 12
e 1827 696 7
e 1827 814 14
e 1827 949 11
e 1827 1006 3
e 1827 1012 3
e 1827 1383 9
e 1827 1615 4
e 1827 1828 9
e 1827 1829 7
e 1827 1830 3
e 1827 1831 6
e 1827 2268 1
e 1827 2415 13
e 1827 2763 0
e 1827 2875 5
e 1827 3124 13
e 1827 3125 3
e 1827 4030 11
e 1827 4031 14
e 1827 4032 10
e 1827 4033 5
e 1827 4034 14
e 1827 4035 7
e 1827 4036 9
e 1827 4037 14
e 1827 4038 2
e 1827 4039 9
e 1827 4040 12
e 1827 4041 4
e 1828 368 7
e 1828 370 7
e 1828 373 4
e 1828 949 1
e 1828 1006 0
e 1828 1012 4
e 1828 1383 7
e 1829 368 12
e 1829 373 4
e 1829 1012 0
e 1829 1018 8
e 1830 368 7
e 1830 1838 3
e 1831 368 4
e 1831 369 6
e 1059 620 12
e 1059 1006 3
e 1059 1838 0
e 1572 368 13
e 1572 372 9
e 1572 373 1
e 1572 949 0
e 1572 1383 9
e 1572 1838 11
e 1838 97 1
e 1838 368 7
e 1838 369 2
e 1838 370 7
e 1838 372 5
e 1838 373 7
e 1838 618 2
e 1838 619 8
e 1838 694 14
e 1838 696 10
e 1838 723 3
e 1838 949 2
e 1838 1016 12
e 1838 1018 9
e 1838 1221 1
e 1838 1383 1
e 1838 2875 7
e 1838 3125 1
e 1838 4030 14
e 1838 4033 12
e 1838 4034 5
e 1838 4035 7
e 1838 4036 0
e 1838 4038 4
e 1838 4039 7
e 1838 4041 8
e 1838 6206 5
e 3124 369 9
e 3124 618 6
e 3125 369 7
e 3125 620 5
e 3125 4034 9
e 3125 4035 14
e 3125 4036 5
e 949 368 4
e 949 369 3
e 949 373 6
e 949 1615 11
e 696 619 10
e 4034 4036 14
e 1221 723 4
e 1615 368 14
e 1615 373 0
e 1615 1012 0
e 1615 1383 2
e 723 372 3
e 2268 97 8
e 2268 618 8
e 490 371 7
e 490 1012 3
e 618 1012 3
e 620 369 5
e 1006 369 1
e 368 369 11
e 368 371 7
e 368 373 13
e 369 373 3
e 369 1012 5
e 370 372 14
e 371 372 1
e 371 373 0
e 372 373 11
