t 24 38
v 388 7 1
v 2310 2 1
v 2957 1 3
v 2704 7 3
v 278 14 1
v 406 6 1
v 669 5 1
v 3232 8 1
v 1186 4 1
v 2226 14 1
v 1723 13 9
v 330 3 1
v 3276 1 1
v 2767 10 1
v 1619 3 23
v 1112 1 1
v 1885 4 3
v 1887 9 9
v 1891 14 3
v 1897 2 3
v 1899 10 3
v 365 10 1
v 1907 8 3
v 5756 1 1
e 388 1619 10
e 2310 1619 9
e 2957 1619 7
e 2957 1723 7
e 2957 1887 9
e 2704 1619 3
e 2704 1723 9
e 2704 1887 14
e 278 1619 14
e 406 1619 8
e 669 1619 3
e 3232 1619 9
e 1186 1619 13
e 2226 1619 5
e 1723 1619 3
e 1723 1885 8
e 1723 1887 2
e 1723 1891 5
e 1723 1897 2
e 1723 1899 14
e 1723 1907 7
e 330 1619 6
e 3276 1619 2
e 2767 1619 3
e 1619 365 4
e 1619 1112 14
e 1619 1885 9
e 1619 1887 3
e 1619 1891 12
e 1619 1897 7
e 1619 1899 13
e 1619 1907 1
e 1619 5756 0
e 1885 1887 12
e 1887 1891 4
e 1887 1897 10
e 1887 1899 1
e 1887 1907 7
