t 24 38
v 514 0 1
v 520 4 2
v 4249 14 1
v 25 1 2
v 159 8 2
v 298 7 4
v 431 1 2
v 433 10 1
v 54 8 5
v 571 9 3
v 5821 14 7
v 5193 2 3
v 3788 10 1
v 333 5 18
v 334 9 4
v 477 9 1
v 2538 0 1
v 362 6 5
v 364 14 3
v 493 5 3
v 494 13 2
v 368 6 3
v 370 6 1
v 2047 7 1
e 514 333 1
e 520 333 6
e 520 368 8
e 4249 5821 6
e 25 333 13
e 25 571 13
e 159 333 8
e 159 571 11
e 298 333 6
e 298 334 3
e 298 362 8
e 298 364 12
e 431 333 11
e 431 368 2
e 433 333 12
e 54 333 0
e 54 334 7
e 54 362 7
e 54 493 4
e 54 494 12
e 571 5821 14
e 5821 333 7
e 5821 2047 1
e 5821 2538 11
e 5821 3788 6
e 5821 5193 0
e 5193 333 4
e 5193 493 6
e 333 334 8
e 333 362 2
e 333 364 2
e 333 368 3
e 333 370 7
e 333 477 11
e 333 493 14
e 333 494 10
e 334 362 8
e 362 364 0
