t 32 101
v 0 13 16
v 2 12 19
v 3 14 5
v 4 6 10
v 6 4 5
v 7 8 13
v 1928 11 2
v 9 6 11
v 10 14 13
v 20 8 13
v 6680 5 2
v 24 12 7
v 1306 0 17
v 7834 9 2
v 7835 13 1
v 2081 9 1
v 33 9 5
v 40 14 5
v 41 13 12
v 49 5 8
v 1333 7 5
v 54 8 2
v 1210 7 3
v 59 4 6
v 7486 14 1
v 71 13 3
v 970 2 3
v 861 12 3
v 1124 4 2
v 368 6 4
v 881 14 1
v 370 6 2
e 0 2 10
e 0 3 12
e 0 4 11
e 0 6 7
e 0 7 11
e 0 9 4
e 0 10 9
e 0 20 10
e 0 24 0
e 0 33 4
e 0 40 3
e 0 41 10
e 0 49 5
e 0 54 11
e 0 59 13
e 0 71 12
e 2 3 3
e 2 4 6
e 2 6 1
e 2 7 11
e 2 9 14
e 2 10 6
e 2 20 14
e 2 24 8
e 2 33 14
e 2 41 10
e 2 49 13
e 2 54 14
e 2 59 3
e 2 71 3
e 2 970 3
e 2 1210 14
e 2 1306 3
e 2 1333 2
e 3 7 2
e 3 10 3
e 3 41 9
e 4 7 10
e 4 9 6
e 4 10 9
e 4 20 5
e 4 40 8
e 4 41 5
e 4 49 0
e 4 368 7
e 6 7 9
e 6 10 11
e 6 20 0
e 7 9 9
e 7 10 2
e 7 20 0
e 7 33 9
e 7 41 8
e 7 49 1
e 7 861 10
e 7 1306 13
e 1928 1124 12
e 1928 1306 6
e 9 10 3
e 9 20 13
e 9 24 9
e 9 33 5
e 9 41 2
e 9 368 5
e 9 370 11
e 10 20 3
e 10 24 1
e 10 41 5
e 10 49 13
e 10 59 4
e 10 1210 14
e 20 24 4
e 20 40 11
e 20 41 8
e 20 49 7
e 20 59 1
e 20 71 5
e 6680 1306 11
e 6680 1333 2
e 24 49 10
e 24 368 0
e 1306 40 5
e 1306 368 0
e 1306 370 14
e 1306 861 6
e 1306 881 11
e 1306 970 8
e 1306 1124 5
e 1306 1210 5
e 1306 1333 1
e 1306 2081 10
e 1306 7486 8
e 1306 7834 5
e 1306 7835 9
e 7834 1333 9
e 33 41 10
e 40 41 12
e 41 49 5
e 41 59 7
e 1333 970 0
e 59 861 1
