t 24 90
v 0 13 15
v 4 6 11
v 6 4 6
v 7 8 10
v 8 7 8
v 9 6 9
v 10 14 12
v 1164 1 1
v 15 5 17
v 1040 10 4
v 20 8 14
v 41 13 12
v 42 10 5
v 1195 1 10
v 49 5 10
v 1715 11 5
v 58 8 5
v 59 4 7
v 4155 7 2
v 1995 3 2
v 3023 7 9
v 95 8 3
v 103 7 2
v 6142 1 1
e 0 4 11
e 0 6 7
e 0 7 11
e 0 8 4
e 0 9 4
e 0 10 9
e 0 15 3
e 0 20 10
e 0 41 10
e 0 42 2
e 0 49 5
e 0 58 3
e 0 59 13
e 0 95 12
e 0 103 3
e 4 7 10
e 4 9 6
e 4 10 9
e 4 15 5
e 4 20 5
e 4 41 5
e 4 49 0
e 4 1040 13
e 4 1195 4
e 4 1715 7
e 6 7 9
e 6 10 11
e 6 15 4
e 6 20 0
e 6 1195 5
e 7 9 9
e 7 10 2
e 7 15 4
e 7 20 0
e 7 41 8
e 7 49 1
e 7 1195 6
e 8 9 14
e 8 15 2
e 8 20 12
e 8 41 3
e 8 49 0
e 8 59 12
e 8 1195 10
e 9 10 3
e 9 15 5
e 9 20 13
e 9 41 2
e 9 1195 8
e 10 15 8
e 10 20 3
e 10 41 5
e 10 49 13
e 10 59 4
e 10 1195 1
e 10 1715 8
e 1164 3023 1
e 15 20 14
e 15 41 5
e 15 42 10
e 15 49 9
e 15 58 11
e 15 59 5
e 15 103 9
e 15 1195 8
e 15 1715 1
e 15 3023 10
e 1040 58 9
e 1040 1995 0
e 1040 3023 4
e 20 41 8
e 20 42 6
e 20 49 7
e 20 58 14
e 20 59 1
e 20 95 12
e 41 42 10
e 41 49 5
e 41 59 7
e 41 1195 4
e 42 49 13
e 1195 59 9
e 1195 3023 1
e 49 58 9
e 1715 3023 4
e 1715 4155 3
e 4155 3023 12
e 1995 3023 7
e 3023 95 6
e 3023 6142 14
