t 32 84
v 2433 3 9
v 1286 2 6
v 918 2 4
v 4759 5 11
v 284 3 2
v 158 11 1
v 671 11 4
v 544 1 2
v 1058 2 6
v 546 8 1
v 37 1 7
v 550 5 3
v 1834 9 6
v 298 7 6
v 300 2 4
v 563 5 1
v 314 13 3
v 187 10 3
v 328 4 26
v 335 4 3
v 3282 10 3
v 338 9 3
v 339 14 4
v 471 3 2
v 2520 7 8
v 1753 12 6
v 346 6 5
v 351 1 4
v 4708 1 5
v 373 9 7
v 505 5 7
v 507 12 6
e 2433 37 13
e 2433 328 7
e 2433 335 0
e 2433 471 4
e 2433 505 13
e 2433 550 4
e 2433 671 5
e 2433 2520 14
e 2433 4759 9
e 1286 37 4
e 1286 314 4
e 1286 373 12
e 1286 1058 1
e 1286 1753 4
e 1286 4759 8
e 918 505 14
e 918 2520 4
e 918 4708 2
e 918 4759 12
e 4759 328 8
e 4759 671 13
e 4759 1058 6
e 4759 1753 3
e 4759 1834 2
e 4759 2520 6
e 4759 3282 1
e 4759 4708 9
e 284 328 2
e 284 507 10
e 158 328 0
e 671 1058 6
e 671 1753 0
e 544 187 5
e 544 328 13
e 1058 328 9
e 1058 373 12
e 1058 1753 13
e 546 328 3
e 37 328 7
e 37 373 12
e 37 1834 7
e 37 2520 2
e 37 4708 8
e 550 328 3
e 550 2520 3
e 1834 328 13
e 1834 373 3
e 1834 505 0
e 1834 2520 11
e 298 328 12
e 298 335 12
e 298 338 3
e 298 339 14
e 298 346 11
e 298 351 2
e 300 328 7
e 300 346 6
e 300 505 9
e 300 507 9
e 563 328 2
e 314 328 8
e 314 373 13
e 187 328 3
e 187 346 14
e 328 335 12
e 328 338 6
e 328 339 5
e 328 346 6
e 328 351 0
e 328 373 2
e 328 471 14
e 328 505 12
e 328 507 1
e 328 1753 13
e 328 2520 11
e 3282 338 4
e 3282 339 12
e 339 507 12
e 2520 4708 13
e 1753 373 12
e 346 507 7
e 351 505 13
e 351 507 5
e 4708 505 8
