t 64 110
v 3970 5 1
v 6914 13 1
v 3588 12 12
v 4358 11 2
v 1159 3 1
v 7690 0 1
v 527 7 26
v 3221 4 8
v 5654 2 3
v 535 8 26
v 3480 6 1
v 3993 7 1
v 2842 3 11
v 3995 6 1
v 4892 13 7
v 4893 4 7
v 3998 14 1
v 4895 2 3
v 6809 6 1
v 3365 4 5
v 1063 8 2
v 7977 13 1
v 7978 1 1
v 6570 5 2
v 5676 14 1
v 300 2 4
v 2732 2 1
v 2860 3 1
v 2861 10 2
v 3244 10 3
v 54 8 4
v 5051 14 1
v 571 9 1
v 3395 7 1
v 1604 14 6
v 326 0 4
v 1098 0 3
v 333 5 2
v 4430 8 5
v 78 13 1
v 2257 0 2
v 8403 0 1
v 8404 11 1
v 6613 8 1
v 3927 2 2
v 346 6 2
v 347 11 2
v 2269 11 1
v 351 1 1
v 7648 11 1
v 864 12 3
v 4709 4 1
v 6630 5 10
v 3686 4 1
v 5104 5 1
v 7026 1 3
v 379 2 2
v 8308 8 1
v 7157 7 6
v 3960 8 1
v 1018 9 3
v 5883 3 4
v 380 7 3
v 890 1 2
e 3970 527 8
e 6914 527 10
e 3588 326 0
e 3588 864 7
e 3588 890 12
e 3588 2257 11
e 3588 2842 5
e 3588 3221 11
e 3588 4430 9
e 3588 4892 1
e 3588 4893 5
e 3588 5654 10
e 3588 6630 13
e 3588 7157 7
e 4358 535 8
e 4358 7026 1
e 1159 527 13
e 7690 6630 13
e 527 54 13
e 527 300 11
e 527 346 8
e 527 347 13
e 527 351 12
e 527 2269 6
e 527 2732 8
e 527 2860 1
e 527 2861 11
e 527 3686 8
e 527 3927 7
e 527 3960 14
e 527 3993 4
e 527 3995 13
e 527 3998 6
e 527 4709 8
e 527 5051 11
e 527 5104 4
e 527 6630 14
e 527 7026 2
e 527 7648 6
e 527 7977 1
e 527 7978 8
e 3221 380 8
e 3221 535 0
e 3221 3365 4
e 3221 4430 1
e 3221 4892 14
e 3221 4893 9
e 3221 4895 14
e 5654 535 14
e 5654 3365 5
e 535 300 6
e 535 326 3
e 535 379 12
e 535 380 11
e 535 864 10
e 535 890 2
e 535 1098 1
e 535 2257 10
e 535 2842 9
e 535 3244 6
e 535 3365 13
e 535 3480 14
e 535 4430 0
e 535 4892 7
e 535 4893 7
e 535 4895 6
e 535 5883 2
e 535 6570 8
e 535 6613 10
e 535 6630 12
e 535 6809 12
e 535 7157 10
e 535 8308 8
e 2842 379 9
e 2842 1018 1
e 2842 3244 1
e 2842 3365 13
e 2842 4430 12
e 2842 4892 4
e 2842 4893 10
e 2842 4895 13
e 2842 5883 1
e 4892 4893 11
e 4892 5883 2
e 4892 6630 4
e 4893 3365 5
e 4893 7157 12
e 1063 1018 5
e 1063 1604 1
e 6570 1098 5
e 5676 6630 4
e 300 346 6
e 300 347 8
e 2861 54 5
e 3244 326 0
e 54 326 5
e 54 333 0
e 571 1604 14
e 3395 6630 11
e 1604 78 2
e 1604 333 2
e 1604 1018 3
e 1604 6630 4
e 1098 864 13
e 4430 7157 9
e 8403 6630 1
e 8404 6630 0
e 3927 7026 7
e 7157 380 11
e 7157 5883 7
