t 32 48
v 512 12 4
v 515 0 2
v 517 2 3
v 525 4 2
v 1045 6 2
v 536 11 2
v 541 5 6
v 546 8 1
v 1188 5 2
v 300 2 10
v 4014 10 2
v 558 11 1
v 560 6 1
v 1454 14 2
v 563 5 1
v 565 10 1
v 566 14 1
v 571 9 1
v 1341 14 2
v 1469 6 1
v 339 14 1
v 340 10 3
v 345 4 1
v 346 6 2
v 347 11 3
v 9182 6 1
v 863 0 1
v 740 9 1
v 101 8 1
v 367 13 2
v 504 4 30
v 506 5 3
e 512 300 7
e 512 347 0
e 512 504 11
e 512 506 12
e 515 300 12
e 515 504 1
e 517 300 3
e 517 504 0
e 517 1045 6
e 525 300 0
e 525 504 1
e 1045 504 3
e 536 300 10
e 536 504 11
e 541 300 13
e 541 340 13
e 541 504 14
e 541 1188 10
e 541 1341 3
e 541 1454 12
e 546 504 3
e 1188 504 6
e 300 346 6
e 300 347 8
e 300 504 9
e 300 506 8
e 4014 504 8
e 4014 9182 9
e 558 504 4
e 560 504 5
e 1454 504 1
e 563 504 2
e 565 504 12
e 566 504 11
e 571 504 4
e 1341 504 11
e 1469 504 3
e 339 504 10
e 340 367 1
e 340 504 7
e 345 504 14
e 346 504 9
e 347 504 12
e 863 504 11
e 740 504 13
e 101 504 8
e 367 504 3
e 504 506 13
