t 24 37
v 897 8 1
v 654 14 21
v 655 14 7
v 658 7 3
v 429 1 2
v 689 11 1
v 3000 13 2
v 3001 3 2
v 7484 6 2
v 7487 6 3
v 1856 5 1
v 2625 13 1
v 7488 0 1
v 7372 0 3
v 594 9 3
v 3922 14 3
v 1622 12 1
v 4572 0 4
v 482 11 1
v 745 12 1
v 3309 12 4
v 6895 12 2
v 7407 10 4
v 1658 0 1
e 897 654 1
e 654 429 10
e 654 482 1
e 654 594 10
e 654 655 1
e 654 658 1
e 654 689 12
e 654 745 14
e 654 1658 13
e 654 1856 7
e 654 2625 10
e 654 3000 6
e 654 3001 3
e 654 3309 13
e 654 3922 1
e 654 4572 3
e 654 6895 10
e 654 7407 13
e 654 7484 10
e 654 7487 13
e 654 7488 4
e 655 594 6
e 655 658 12
e 655 3309 2
e 655 3922 8
e 655 4572 1
e 655 7407 6
e 658 594 12
e 429 3922 8
e 3000 7372 6
e 3001 7372 0
e 7484 6895 7
e 7487 1622 10
e 7487 7372 0
e 4572 3309 6
e 4572 7407 11
e 3309 7407 6
