t 24 27
v 263 0 1
v 12 13 1
v 1053 3 2
v 420 3 4
v 1062 1 2
v 5934 13 1
v 1198 9 1
v 6320 14 5
v 48 6 1
v 1724 2 1
v 449 14 6
v 1609 8 1
v 75 0 1
v 1103 10 1
v 2522 10 14
v 6364 5 1
v 607 3 2
v 6882 9 1
v 1253 11 1
v 490 7 2
v 5226 12 1
v 1010 2 1
v 2804 5 2
v 888 3 1
e 263 449 8
e 12 2522 1
e 1053 1062 2
e 1053 2522 10
e 420 449 9
e 420 490 7
e 420 607 11
e 420 2804 6
e 1062 2522 5
e 5934 449 2
e 1198 2522 0
e 6320 449 10
e 6320 2522 6
e 6320 2804 12
e 6320 6364 6
e 6320 6882 2
e 48 2522 4
e 1724 2522 13
e 449 490 0
e 449 5226 9
e 1609 2522 7
e 75 2522 13
e 1103 2522 9
e 2522 607 5
e 2522 888 11
e 2522 1010 0
e 2522 1253 10
