t 64 97
v 0 13 9
v 1 6 63
v 20 8 13
v 151 11 1
v 152 14 2
v 153 13 1
v 154 8 2
v 155 10 3
v 156 6 2
v 157 13 3
v 158 11 1
v 159 8 1
v 160 4 3
v 161 8 2
v 162 12 1
v 163 3 1
v 164 13 2
v 165 3 1
v 31 11 2
v 166 14 3
v 167 10 1
v 168 9 1
v 169 13 1
v 170 6 1
v 171 9 1
v 172 4 1
v 46 1 3
v 173 7 1
v 174 7 1
v 49 5 12
v 175 10 1
v 176 10 1
v 177 11 1
v 178 14 1
v 179 12 2
v 180 5 1
v 181 1 3
v 182 5 1
v 183 9 2
v 184 1 2
v 185 7 1
v 186 9 1
v 187 10 3
v 188 5 1
v 189 13 2
v 190 3 1
v 191 3 1
v 192 0 1
v 68 13 4
v 193 11 1
v 194 4 1
v 195 1 1
v 196 11 2
v 197 3 1
v 198 5 2
v 199 12 1
v 200 2 3
v 201 5 1
v 202 6 1
v 203 13 1
v 80 5 2
v 93 2 4
v 98 1 3
v 227 9 1
e 0 1 1
e 0 20 10
e 0 31 1
e 0 46 10
e 0 49 5
e 0 68 6
e 0 80 0
e 0 93 12
e 0 98 5
e 1 20 1
e 1 31 9
e 1 46 14
e 1 49 10
e 1 68 13
e 1 80 3
e 1 93 14
e 1 98 12
e 1 151 6
e 1 152 6
e 1 153 12
e 1 154 5
e 1 155 0
e 1 156 3
e 1 157 0
e 1 158 7
e 1 159 4
e 1 160 11
e 1 161 10
e 1 162 5
e 1 163 13
e 1 164 12
e 1 165 11
e 1 166 6
e 1 167 12
e 1 168 2
e 1 169 0
e 1 170 5
e 1 171 4
e 1 172 11
e 1 173 7
e 1 174 11
e 1 175 10
e 1 176 12
e 1 177 2
e 1 178 11
e 1 179 5
e 1 180 13
e 1 181 2
e 1 182 3
e 1 183 11
e 1 184 6
e 1 185 10
e 1 186 8
e 1 187 4
e 1 188 12
e 1 189 12
e 1 190 8
e 1 191 6
e 1 192 3
e 1 193 10
e 1 194 13
e 1 195 7
e 1 196 10
e 1 197 13
e 1 198 0
e 1 199 10
e 1 200 14
e 1 201 7
e 1 202 3
e 1 203 13
e 1 227 9
e 20 46 4
e 20 49 7
e 20 68 11
e 20 93 2
e 20 155 7
e 20 157 1
e 20 160 11
e 20 166 4
e 20 181 13
e 20 189 1
e 20 200 3
e 152 155 6
e 154 181 14
e 156 187 1
e 157 49 12
e 160 49 9
e 161 187 5
e 164 49 13
e 166 49 8
e 49 68 3
e 49 93 1
e 49 98 7
e 49 183 11
e 49 200 13
e 179 196 1
e 184 198 1
