t 32 52
v 6913 3 1
v 2434 4 1
v 1 6 1
v 5895 10 1
v 2313 12 1
v 396 7 6
v 2708 8 4
v 4500 10 4
v 4504 6 3
v 4506 10 4
v 544 1 3
v 8225 11 1
v 8489 12 1
v 8490 1 1
v 8491 5 1
v 8492 10 1
v 298 7 4
v 54 8 3
v 566 14 1
v 192 0 7
v 2625 13 1
v 1220 2 1
v 3404 4 20
v 333 5 5
v 334 9 6
v 974 7 2
v 4181 2 2
v 7652 10 2
v 362 6 9
v 5356 14 1
v 364 14 4
v 7417 2 2
e 6913 3404 13
e 2434 192 1
e 1 192 3
e 5895 3404 11
e 2313 192 9
e 396 192 7
e 396 2708 13
e 396 3404 0
e 396 4500 12
e 396 4506 13
e 396 7417 14
e 2708 3404 12
e 2708 4504 8
e 2708 4506 14
e 4500 3404 1
e 4500 4504 3
e 4500 4506 9
e 4504 3404 8
e 4506 3404 7
e 544 334 2
e 544 362 3
e 544 364 5
e 8225 3404 7
e 8489 3404 3
e 8490 3404 6
e 8491 3404 12
e 8492 3404 7
e 298 333 6
e 298 334 3
e 298 362 8
e 298 364 12
e 54 333 0
e 54 334 7
e 54 362 7
e 566 362 0
e 192 3404 1
e 192 4181 7
e 192 7652 14
e 2625 3404 14
e 1220 3404 3
e 3404 362 12
e 3404 4181 3
e 3404 5356 7
e 3404 7417 12
e 3404 7652 0
e 333 334 8
e 333 362 2
e 333 364 2
e 334 362 8
e 334 974 14
e 974 362 6
e 362 364 0
