t 64 109
v 769 4 11
v 514 0 2
v 259 4 2
v 644 2 8
v 1029 11 1
v 2437 5 2
v 5 0 1
v 2186 7 4
v 2189 6 15
v 781 4 2
v 21 2 1
v 2071 5 2
v 2205 14 7
v 1053 3 1
v 1953 12 6
v 2210 10 5
v 2211 0 5
v 1958 0 3
v 1960 8 3
v 297 14 26
v 298 7 2
v 5419 2 1
v 299 10 1
v 5421 4 4
v 814 9 8
v 300 2 3
v 301 0 1
v 302 7 3
v 303 10 1
v 304 6 1
v 305 14 2
v 306 9 1
v 310 4 8
v 307 13 4
v 308 8 3
v 309 14 1
v 311 10 1
v 312 5 1
v 60 0 1
v 313 6 1
v 314 13 1
v 315 10 1
v 2112 5 3
v 316 4 1
v 317 2 1
v 318 8 1
v 319 11 1
v 320 0 1
v 321 7 1
v 1992 12 5
v 2637 7 1
v 721 8 1
v 4567 6 11
v 4707 1 2
v 427 8 1
v 1510 13 2
v 1637 10 1
v 621 3 3
v 6258 14 1
v 6259 7 3
v 8435 12 1
v 374 6 12
v 375 12 4
v 2684 1 4
e 769 308 10
e 769 644 2
e 769 814 14
e 769 1953 10
e 769 1992 8
e 769 2112 1
e 769 2186 7
e 769 2189 14
e 769 2205 6
e 769 2210 11
e 769 2211 11
e 514 300 1
e 514 2189 14
e 259 374 12
e 259 375 0
e 644 307 0
e 644 621 9
e 644 814 4
e 644 1953 14
e 644 1992 3
e 644 2189 5
e 644 2205 11
e 1029 2189 12
e 2437 2211 12
e 2437 4567 7
e 5 297 14
e 2186 1953 7
e 2186 1992 11
e 2186 2189 2
e 2189 310 0
e 2189 814 8
e 2189 1053 14
e 2189 1953 5
e 2189 1992 9
e 2189 2112 14
e 2189 2210 0
e 2189 2637 1
e 2189 5419 4
e 2189 5421 3
e 781 374 4
e 781 2684 5
e 21 297 8
e 2071 374 3
e 2071 2684 3
e 2205 310 13
e 2205 1992 4
e 2205 2112 8
e 2205 2210 2
e 2205 4567 11
e 1953 307 14
e 1953 814 14
e 2210 814 11
e 2210 4567 9
e 2211 310 0
e 2211 375 2
e 2211 4707 10
e 1958 374 10
e 1958 375 4
e 1958 1510 4
e 1960 374 0
e 1960 814 13
e 1960 2684 7
e 297 298 6
e 297 299 13
e 297 300 5
e 297 301 2
e 297 302 14
e 297 303 1
e 297 304 14
e 297 305 14
e 297 306 5
e 297 307 2
e 297 308 2
e 297 309 9
e 297 310 9
e 297 311 13
e 297 312 2
e 297 313 6
e 297 314 3
e 297 315 5
e 297 316 4
e 297 317 1
e 297 318 10
e 297 319 9
e 297 320 9
e 297 321 2
e 298 302 10
e 5421 310 4
e 5421 4567 13
e 5421 6259 12
e 814 307 9
e 814 308 2
e 300 302 1
e 305 621 1
e 310 374 3
e 310 4567 11
e 310 4707 8
e 60 4567 12
e 721 374 13
e 4567 374 5
e 4567 375 10
e 4567 2684 14
e 4567 6258 1
e 4567 6259 14
e 427 374 3
e 1510 374 2
e 1637 374 3
e 621 374 7
e 6259 8435 12
